range,values
'Cotizaciones'!M15494,[[1.0]]
'Cotizaciones'!F15495,[['100-100000589WOF']]
'Cotizaciones'!M15495,[[1.0]]
'Cotizaciones'!F15496,[['B650 AORUS ELITE AX ICE']]
'Cotizaciones'!M15496,[[1.0]]
'Cotizaciones'!F15498,[['CMH32GX5M2B5200C40W']]
'Cotizaciones'!M15498,[[1.0]]
'Cotizaciones'!F15499,[['SNV3S/2000G']]
'Cotizaciones'!M15499,[[1.0]]
'Cotizaciones'!F15500,[['RF-U36HF-W1']]
'Cotizaciones'!M15500,[[0.951]]
'Cotizaciones'!N15500,[['FAN']]
'Cotizaciones'!F15501,[['RL-KR360-W1']]
'Cotizaciones'!M15501,[[0.882]]
'Cotizaciones'!N15501,[['WATERC']]
'Cotizaciones'!F15502,[['COREREACTORII850G-WHCUS']]
'Cotizaciones'!M15502,[[0.949]]
'Cotizaciones'!F15503,[['CM-H92FB-01']]
'Cotizaciones'!M15503,[[0.923]]
'Cotizaciones'!F15504,[['Z1INSSO10']]
'Cotizaciones'!M15504,[[0.944]]
'Cotizaciones'!F15505,[['Z1PAQU365']]
'Cotizaciones'!M15505,[[0.98]]
'Cotizaciones'!N15505,[['INSTALACION']]
'Cotizaciones'!F15507,[['Z1INSEQUI']]
'Cotizaciones'!M15507,[[1.0]]
'Cotizaciones'!F15508,[['SBNB2400']]
'Cotizaciones'!M15508,[[1.0]]
'Cotizaciones'!N15508,[['MULTI']]
'Cotizaciones'!F15509,[['Z1INSEQUI']]
'Cotizaciones'!M15509,[[1.0]]
'Cotizaciones'!F15512,[['Z1MANT']]
'Cotizaciones'!M15512,[[0.934]]
'Cotizaciones'!F15514,[['Z1SERVLAP']]
'Cotizaciones'!M15514,[[1.0]]
'Cotizaciones'!F15515,[['GV-N5070GAMING OC-12GD']]
'Cotizaciones'!M15515,[[1.0]]
'Cotizaciones'!F15516,[['Z1EQUIDOM']]
'Cotizaciones'!M15516,[[1.0]]
'Cotizaciones'!F15517,[['100-100000743BOX']]
'Cotizaciones'!M15517,[[0.913]]
'Cotizaciones'!F15518,[['PRIME B550M-A AC']]
'Cotizaciones'!M15518,[[1.0]]
'Cotizaciones'!F15519,[['GV-N3050WF2OCV2-6GD']]
'Cotizaciones'!M15519,[[0.933]]
'Cotizaciones'!F15520,[['AX4U320016G16A-SB10']]
'Cotizaciones'!M15520,[[0.945]]
'Cotizaciones'!F15521,[['SNV3S/1000G']]
'Cotizaciones'!M15521,[[1.0]]
'Cotizaciones'!F15522,[['GP-P550B']]
'Cotizaciones'!M15522,[[0.941]]
'Cotizaciones'!F15524,[['Z1INSSO10']]
'Cotizaciones'!M15524,[[0.944]]
'Cotizaciones'!F15525,[['Z1INSEQUI']]
'Cotizaciones'!M15525,[[1.0]]
'Cotizaciones'!F15526,[['100-100000591WOF']]
'Cotizaciones'!M15526,[[1.0]]
'Cotizaciones'!F15527,[['B650 GAMING X AX V2']]
'Cotizaciones'!M15527,[[1.0]]
'Cotizaciones'!F15529,[['KF552C40BB-16']]
'Cotizaciones'!M15529,[[1.0]]
'Cotizaciones'!F15530,[['SNV3S/500G']]
'Cotizaciones'!M15530,[[1.0]]
'Cotizaciones'!F15531,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M15531,[[0.913]]
'Cotizaciones'!N15531,[['WATERC']]
'Cotizaciones'!F15532,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15532,[[0.956]]
'Cotizaciones'!F15534,[['Z1INSSO10']]
'Cotizaciones'!M15534,[[0.944]]
'Cotizaciones'!F15535,[['Z1INSEQUI']]
'Cotizaciones'!M15535,[[1.0]]
'Cotizaciones'!F15536,[['BX8071514900KF']]
'Cotizaciones'!M15536,[[1.0]]
'Cotizaciones'!F15537,[['ROG STRIX Z790-I GAMING WIFI']]
'Cotizaciones'!M15537,[[0.918]]
'Cotizaciones'!F15538,[['TUF-RTX5080-O16G-GAMING']]
'Cotizaciones'!M15538,[[1.0]]
'Cotizaciones'!F15539,[['KF556C40BB-32']]
'Cotizaciones'!M15539,[[1.0]]
'Cotizaciones'!F15540,[['SNV3S/2000G']]
'Cotizaciones'!M15540,[[1.0]]
'Cotizaciones'!F15541,[['RL-KN360-B1']]
'Cotizaciones'!M15541,[[0.894]]
'Cotizaciones'!N15541,[['WATERC']]
'Cotizaciones'!F15542,[['VERTEX GX-1200']]
'Cotizaciones'!M15542,[[0.907]]
'Cotizaciones'!F15543,[['DEFENDER PRO-BKCWW']]
'Cotizaciones'!M15543,[[0.965]]
'Cotizaciones'!F15544,[['Z1INSSO10']]
'Cotizaciones'!M15544,[[0.944]]
'Cotizaciones'!F15545,[['Z1INSEQUI']]
'Cotizaciones'!M15545,[[1.0]]
'Cotizaciones'!F15546,[['ALEG-700-512GCS']]
'Cotizaciones'!M15546,[[0.922]]
'Cotizaciones'!N15546,[['SSD']]
'Cotizaciones'!F15547,[['Z1SERVLAP']]
'Cotizaciones'!M15547,[[1.0]]
'Cotizaciones'!F15549,[['Z1DIAGLAP']]
'Cotizaciones'!M15549,[[1.0]]
'Cotizaciones'!F15550,[['CS-HYTE-Y70TI-WW']]
'Cotizaciones'!M15550,[[0.996]]
'Cotizaciones'!N15550,[['CASE']]
'Cotizaciones'!F15551,[['BR-938686']]
'Cotizaciones'!M15551,[[0.928]]
'Cotizaciones'!N15551,[['CASE']]
'Cotizaciones'!F15552,[['C7 ARGB']]
'Cotizaciones'!M15552,[[0.934]]
'Cotizaciones'!N15552,[['CASE']]
'Cotizaciones'!F15553,[['CM-H92FB-01']]
'Cotizaciones'!M15553,[[0.923]]
'Cotizaciones'!N15553,[['CASE']]
'Cotizaciones'!F15554,[['RRHX4']]
'Cotizaciones'!M15554,[[0.941]]
'Cotizaciones'!N15554,[['LAPTOP']]
'Cotizaciones'!F15555,[['100-100000591WOF']]
'Cotizaciones'!M15555,[[1.0]]
'Cotizaciones'!F15556,[['B650 GAMING X AX V2']]
'Cotizaciones'!M15556,[[1.0]]
'Cotizaciones'!F15557,[['GV-R78XTGAMING OC-16GD']]
'Cotizaciones'!M15557,[[0.926]]
'Cotizaciones'!F15558,[['KF556C40BB-32']]
'Cotizaciones'!M15558,[[1.0]]
'Cotizaciones'!F15559,[['SNV3S/1000G']]
'Cotizaciones'!M15559,[[1.0]]
'Cotizaciones'!F15562,[['DEFENDER PRO-BKCWW']]
'Cotizaciones'!M15562,[[0.965]]
'Cotizaciones'!F15563,[['Z1INSSO10']]
'Cotizaciones'!M15563,[[0.944]]
'Cotizaciones'!F15564,[['Z1INSEQUI']]
'Cotizaciones'!M15564,[[1.0]]
'Cotizaciones'!F15565,[['100-100001582BOX']]
'Cotizaciones'!M15565,[[1.0]]
'Cotizaciones'!F15566,[['B550 A ELITE AX V3']]
'Cotizaciones'!M15566,[[0.904]]
'Cotizaciones'!F15567,[['GV-R78XTGAMING OC-16GD']]
'Cotizaciones'!M15567,[[0.926]]
'Cotizaciones'!F15568,[['AX4U320016G16A-SBKD35']]
'Cotizaciones'!M15568,[[1.0]]
'Cotizaciones'!F15569,[['SNV3S/1000G']]
'Cotizaciones'!M15569,[[1.0]]
'Cotizaciones'!F15572,[['DEFENDER PRO-BKCWW']]
'Cotizaciones'!M15572,[[0.965]]
'Cotizaciones'!F15573,[['Z1INSSO10']]
'Cotizaciones'!M15573,[[0.944]]
'Cotizaciones'!F15574,[['Z1INSEQUI']]
'Cotizaciones'!M15574,[[1.0]]
'Cotizaciones'!F15575,[['100-100000457BOX']]
'Cotizaciones'!M15575,[[1.0]]
'Cotizaciones'!F15576,[['A520M K V2']]
'Cotizaciones'!M15576,[[1.0]]
'Cotizaciones'!F15577,[['GV-N3050WF2OCV2-6GD']]
'Cotizaciones'!M15577,[[0.933]]
'Cotizaciones'!F15578,[['AX4U320016G16A-SB10']]
'Cotizaciones'!M15578,[[0.945]]
'Cotizaciones'!F15579,[['SNV3S/500G']]
'Cotizaciones'!M15579,[[0.881]]
'Cotizaciones'!F15580,[['GP-P550B']]
'Cotizaciones'!M15580,[[0.941]]
'Cotizaciones'!F15582,[['Z1INSSO10']]
'Cotizaciones'!M15582,[[0.944]]
'Cotizaciones'!F15583,[['Z1INSEQUI']]
'Cotizaciones'!M15583,[[1.0]]
'Cotizaciones'!F15584,[['BX8071512400']]
'Cotizaciones'!M15584,[[1.0]]
'Cotizaciones'!F15585,[['PRIME B760M-A D4']]
'Cotizaciones'!M15585,[[1.0]]
'Cotizaciones'!F15586,[['GV-N3050WF2OCV2-6GD']]
'Cotizaciones'!M15586,[[0.933]]
'Cotizaciones'!F15587,[['AX4U320016G16A-SB10']]
'Cotizaciones'!M15587,[[0.945]]
'Cotizaciones'!F15588,[['SNV3S/1000G']]
'Cotizaciones'!M15588,[[1.0]]
'Cotizaciones'!F15589,[['GP-P550B']]
'Cotizaciones'!M15589,[[0.941]]
'Cotizaciones'!F15591,[['Z1INSSO10']]
'Cotizaciones'!M15591,[[0.944]]
'Cotizaciones'!F15592,[['Z1INSEQUI']]
'Cotizaciones'!M15592,[[1.0]]
'Cotizaciones'!F15593,[['100-100000457BOX']]
'Cotizaciones'!M15593,[[1.0]]
'Cotizaciones'!F15594,[['PRIME B550M-A AC']]
'Cotizaciones'!M15594,[[1.0]]
'Cotizaciones'!F15595,[['RX-76PSWFTFY']]
'Cotizaciones'!M15595,[[1.0]]
'Cotizaciones'!F15596,[['KF432C16BB/16']]
'Cotizaciones'!M15596,[[1.0]]
'Cotizaciones'!F15597,[['SNV3S/1000G']]
'Cotizaciones'!M15597,[[1.0]]
'Cotizaciones'!F15598,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15598,[[0.956]]
'Cotizaciones'!F15600,[['Z1INSSO10']]
'Cotizaciones'!M15600,[[0.944]]
'Cotizaciones'!F15601,[['Z1INSEQUI']]
'Cotizaciones'!M15601,[[1.0]]
'Cotizaciones'!F15602,[['100-100000743BOX']]
'Cotizaciones'!M15602,[[0.913]]
'Cotizaciones'!F15603,[['PRIME B550M-A AC']]
'Cotizaciones'!M15603,[[1.0]]
'Cotizaciones'!F15604,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M15604,[[1.0]]
'Cotizaciones'!F15605,[['KF432C16BB1/16']]
'Cotizaciones'!M15605,[[1.0]]
'Cotizaciones'!F15606,[['SNV3S/1000G']]
'Cotizaciones'!M15606,[[0.894]]
'Cotizaciones'!F15607,[['RR-212S-25PZ-R1']]
'Cotizaciones'!M15607,[[0.934]]
'Cotizaciones'!F15608,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15608,[[0.956]]
'Cotizaciones'!F15609,[['0-761345-10036-6']]
'Cotizaciones'!M15609,[[0.904]]
'Cotizaciones'!F15610,[['Z1INSSO10']]
'Cotizaciones'!M15610,[[0.944]]
'Cotizaciones'!F15611,[['Z1INSEQUI']]
'Cotizaciones'!M15611,[[1.0]]
'Cotizaciones'!F15612,[['100-100000743BOX']]
'Cotizaciones'!M15612,[[0.913]]
'Cotizaciones'!F15613,[['PRIME B550M-A AC']]
'Cotizaciones'!M15613,[[1.0]]
'Cotizaciones'!F15614,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M15614,[[1.0]]
'Cotizaciones'!F15615,[['KF432C16BB1/16']]
'Cotizaciones'!M15615,[[1.0]]
'Cotizaciones'!F15616,[['SNV3S/1000G']]
'Cotizaciones'!M15616,[[0.894]]
'Cotizaciones'!F15617,[['RR-212S-25PZ-R1']]
'Cotizaciones'!M15617,[[0.934]]
'Cotizaciones'!F15618,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15618,[[0.956]]
'Cotizaciones'!F15619,[['0-761345-10036-6']]
'Cotizaciones'!M15619,[[0.904]]
'Cotizaciones'!F15620,[['Z1INSSO10']]
'Cotizaciones'!M15620,[[0.944]]
'Cotizaciones'!F15621,[['Z1INSEQUI']]
'Cotizaciones'!M15621,[[1.0]]
'Cotizaciones'!F15622,[['BX8071514900KF']]
'Cotizaciones'!M15622,[[1.0]]
'Cotizaciones'!F15623,[['Z790 UD']]
'Cotizaciones'!M15623,[[0.978]]
'Cotizaciones'!F15624,[['GV-N507TWF3OC-16GD']]
'Cotizaciones'!M15624,[[1.0]]
'Cotizaciones'!F15625,[['KF552C40BB-16']]
'Cotizaciones'!M15625,[[1.0]]
'Cotizaciones'!F15626,[['SNV3S/1000G']]
'Cotizaciones'!M15626,[[0.936]]
'Cotizaciones'!F15627,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M15627,[[1.0]]
'Cotizaciones'!N15627,[['WATERC']]
'Cotizaciones'!F15629,[['DEFENDER PRO-BKCWW']]
'Cotizaciones'!M15629,[[0.965]]
'Cotizaciones'!F15630,[['Z1INSSO10']]
'Cotizaciones'!M15630,[[0.944]]
'Cotizaciones'!F15631,[['Z1INSEQUI']]
'Cotizaciones'!M15631,[[1.0]]
'Cotizaciones'!F15632,[['100-100001581WOF']]
'Cotizaciones'!M15632,[[1.0]]
'Cotizaciones'!F15633,[['B550 A ELITE AX V3']]
'Cotizaciones'!M15633,[[0.904]]
'Cotizaciones'!F15635,[['KF432C16BB2A/32']]
'Cotizaciones'!M15635,[[1.0]]
'Cotizaciones'!F15636,[['SNV3S/1000G']]
'Cotizaciones'!M15636,[[0.936]]
'Cotizaciones'!F15637,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M15637,[[0.913]]
'Cotizaciones'!N15637,[['WATERC']]
'Cotizaciones'!F15638,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15638,[[0.956]]
'Cotizaciones'!F15640,[['Z1INSSO10']]
'Cotizaciones'!M15640,[[0.944]]
'Cotizaciones'!F15641,[['Z1INSEQUI']]
'Cotizaciones'!M15641,[[1.0]]
'Cotizaciones'!F15642,[['C32G3E']]
'Cotizaciones'!M15642,[[0.88]]
'Cotizaciones'!N15642,[['MONITOR']]
'Cotizaciones'!F15643,[['MAG 32CQ6F']]
'Cotizaciones'!M15643,[[0.964]]
'Cotizaciones'!N15643,[['MONITOR']]
'Cotizaciones'!F15645,[['Z1INSSO10']]
'Cotizaciones'!M15645,[[0.944]]
'Cotizaciones'!F15646,[['Z1INSEQUI']]
'Cotizaciones'!M15646,[[1.0]]
'Cotizaciones'!F15648,[['Z1INSSO10']]
'Cotizaciones'!M15648,[[0.944]]
'Cotizaciones'!F15650,[['Z1INSEQUI']]
'Cotizaciones'!M15650,[[1.0]]
'Cotizaciones'!F15651,[['100-100000931BOX']]
'Cotizaciones'!M15651,[[1.0]]
'Cotizaciones'!F15652,[['B650 GAMING X AX V2']]
'Cotizaciones'!M15652,[[1.0]]
'Cotizaciones'!F15653,[['KF560C36BBE2A-16']]
'Cotizaciones'!M15653,[[1.0]]
'Cotizaciones'!F15654,[['SNV3S/1000G']]
'Cotizaciones'!M15654,[[1.0]]
'Cotizaciones'!F15655,[['KYBER850G-BKCUS']]
'Cotizaciones'!M15655,[[1.0]]
'Cotizaciones'!F15656,[['0-761345-10043-4']]
'Cotizaciones'!M15656,[[0.932]]
'Cotizaciones'!F15657,[['Z1INSSO10']]
'Cotizaciones'!M15657,[[0.944]]
'Cotizaciones'!F15658,[['Z1INSEQUI']]
'Cotizaciones'!M15658,[[1.0]]
'Cotizaciones'!F15659,[['100-100001404WOF']]
'Cotizaciones'!M15659,[[0.953]]
'Cotizaciones'!F15660,[['MPG B650 EDGE WIFI']]
'Cotizaciones'!M15660,[[0.947]]
'Cotizaciones'!F15661,[['GV-N5070EAGLE OC-12GD']]
'Cotizaciones'!M15661,[[1.0]]
'Cotizaciones'!F15662,[['KF552C40BBA-32']]
'Cotizaciones'!M15662,[[1.0]]
'Cotizaciones'!F15663,[['ALEG-960M-2TCS']]
'Cotizaciones'!M15663,[[0.99]]
'Cotizaciones'!F15664,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M15664,[[1.0]]
'Cotizaciones'!N15664,[['WATERC']]
'Cotizaciones'!F15665,[['MPE-8501-AFAAG-3U2']]
'Cotizaciones'!M15665,[[0.946]]
'Cotizaciones'!F15667,[['Z1INSSO10']]
'Cotizaciones'!M15667,[[0.944]]
'Cotizaciones'!F15668,[['Z1INSEQUI']]
'Cotizaciones'!M15668,[[1.0]]
'Cotizaciones'!F15670,[['Z1INSEQUI']]
'Cotizaciones'!M15670,[[1.0]]
'Cotizaciones'!F15671,[['100-100000743BOX']]
'Cotizaciones'!M15671,[[0.913]]
'Cotizaciones'!F15672,[['PRIME B550M-A AC']]
'Cotizaciones'!M15672,[[1.0]]
'Cotizaciones'!F15674,[['KF432C16BB1/16']]
'Cotizaciones'!M15674,[[1.0]]
'Cotizaciones'!F15675,[['SNV3S/1000G']]
'Cotizaciones'!M15675,[[0.894]]
'Cotizaciones'!F15676,[['SNV3S/500G']]
'Cotizaciones'!M15676,[[1.0]]
'Cotizaciones'!N15676,[['SSD']]
'Cotizaciones'!F15677,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15677,[[0.956]]
'Cotizaciones'!F15679,[['Z1INSSO10']]
'Cotizaciones'!M15679,[[0.944]]
'Cotizaciones'!F15680,[['Z1PAQU2021']]
'Cotizaciones'!M15680,[[0.931]]
'Cotizaciones'!N15680,[['INSTALACION']]
'Cotizaciones'!F15681,[['Z1INSEQUI']]
'Cotizaciones'!M15681,[[1.0]]
'Cotizaciones'!F15682,[['100-100000743BOX']]
'Cotizaciones'!M15682,[[0.913]]
'Cotizaciones'!F15683,[['B550 A ELITE AX V3']]
'Cotizaciones'!M15683,[[0.904]]
'Cotizaciones'!F15684,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M15684,[[1.0]]
'Cotizaciones'!F15685,[['KF432C16BB1/16']]
'Cotizaciones'!M15685,[[1.0]]
'Cotizaciones'!F15686,[['SNV3S/1000G']]
'Cotizaciones'!M15686,[[0.894]]
'Cotizaciones'!F15687,[['RR-212S-25PZ-R1']]
'Cotizaciones'!M15687,[[0.934]]
'Cotizaciones'!F15689,[['0-761345-10036-6']]
'Cotizaciones'!M15689,[[0.904]]
'Cotizaciones'!F15690,[['Z1INSSO10']]
'Cotizaciones'!M15690,[[0.944]]
'Cotizaciones'!F15691,[['Z1INSEQUI']]
'Cotizaciones'!M15691,[[1.0]]
'Cotizaciones'!F15692,[['100-100000743BOX']]
'Cotizaciones'!M15692,[[0.913]]
'Cotizaciones'!F15693,[['B550 A ELITE AX V3']]
'Cotizaciones'!M15693,[[0.904]]
'Cotizaciones'!F15694,[['GV-N5070GAMING OC-12GD']]
'Cotizaciones'!M15694,[[1.0]]
'Cotizaciones'!F15695,[['KF432C16BB/16']]
'Cotizaciones'!M15695,[[1.0]]
'Cotizaciones'!F15696,[['SNV3S/500G']]
'Cotizaciones'!M15696,[[1.0]]
'Cotizaciones'!F15697,[['ST2000VX017']]
'Cotizaciones'!M15697,[[1.0]]
'Cotizaciones'!F15698,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M15698,[[1.0]]
'Cotizaciones'!N15698,[['WATERC']]
'Cotizaciones'!F15699,[['COREREACTOR850G-BKCUS']]
'Cotizaciones'!M15699,[[0.925]]
'Cotizaciones'!F15700,[['0-761345-10043-4']]
'Cotizaciones'!M15700,[[0.932]]
'Cotizaciones'!F15701,[['Z1INSSO10']]
'Cotizaciones'!M15701,[[0.944]]
'Cotizaciones'!F15702,[['Z1INSEQUI']]
'Cotizaciones'!M15702,[[1.0]]
'Cotizaciones'!F15703,[['100-100001488BOX']]
'Cotizaciones'!M15703,[[1.0]]
'Cotizaciones'!F15705,[['DUAL-RTX4060-O8G-V2']]
'Cotizaciones'!M15705,[[1.0]]
'Cotizaciones'!F15706,[['AX4U320016G16A-SB10']]
'Cotizaciones'!M15706,[[0.945]]
'Cotizaciones'!F15707,[['ALEG-700-512GCS']]
'Cotizaciones'!M15707,[[0.922]]
'Cotizaciones'!F15708,[['GP-P550B']]
'Cotizaciones'!M15708,[[0.941]]
'Cotizaciones'!F15710,[['Z1INSSO10']]
'Cotizaciones'!M15710,[[0.944]]
'Cotizaciones'!F15711,[['AC-931748']]
'Cotizaciones'!M15711,[[1.0]]
'Cotizaciones'!F15713,[['Z1INSEQUI']]
'Cotizaciones'!M15713,[[1.0]]
'Cotizaciones'!F15714,[['MAG A850GL PCIE5']]
'Cotizaciones'!M15714,[[1.0]]
'Cotizaciones'!F15716,[['100-100000743BOX']]
'Cotizaciones'!M15716,[[0.913]]
'Cotizaciones'!F15717,[['TUF GAMING A520M-PLUS WIFI']]
'Cotizaciones'!M15717,[[1.0]]
'Cotizaciones'!F15718,[['GV-N3050WF2OCV2-6GD']]
'Cotizaciones'!M15718,[[0.933]]
'Cotizaciones'!F15719,[['AX4U32008G16A-SBKD35']]
'Cotizaciones'!M15719,[[1.0]]
'Cotizaciones'!F15720,[['SNV3S/500G']]
'Cotizaciones'!M15720,[[1.0]]
'Cotizaciones'!F15721,[['0-761345-75297-8']]
'Cotizaciones'!M15721,[[1.0]]
'Cotizaciones'!F15722,[['xzps650b']]
'Cotizaciones'!M15722,[[0.978]]
'Cotizaciones'!F15724,[['Z1INSSO10']]
'Cotizaciones'!M15724,[[0.944]]
'Cotizaciones'!F15725,[['Z1INSEQUI']]
'Cotizaciones'!M15725,[[1.0]]
'Cotizaciones'!F15726,[['BX8071513900F']]
'Cotizaciones'!M15726,[[1.0]]
'Cotizaciones'!F15727,[['B760M GAMING PLUS WIFI']]
'Cotizaciones'!M15727,[[1.0]]
'Cotizaciones'!F15728,[['VCNRTX4000ADA-PB']]
'Cotizaciones'!M15728,[[1.0]]
'Cotizaciones'!F15729,[['KF552C40BB-32']]
'Cotizaciones'!M15729,[[1.0]]
'Cotizaciones'!F15730,[['SNV3S/1000G']]
'Cotizaciones'!M15730,[[1.0]]
'Cotizaciones'!F15732,[['BR-937610']]
'Cotizaciones'!M15732,[[0.972]]
'Cotizaciones'!F15733,[['BATTLECRUISER-BKCWW']]
'Cotizaciones'!M15733,[[1.0]]
'Cotizaciones'!F15734,[['Z1INSSO10']]
'Cotizaciones'!M15734,[[0.944]]
'Cotizaciones'!F15735,[['Z1INSEQUI']]
'Cotizaciones'!M15735,[[1.0]]
'Cotizaciones'!F15736,[['100-100000743BOX']]
'Cotizaciones'!M15736,[[0.913]]
'Cotizaciones'!F15737,[['B550M PRO-VDH']]
'Cotizaciones'!M15737,[[1.0]]
'Cotizaciones'!F15738,[['90YV0K60-M0AA00']]
'Cotizaciones'!M15738,[[0.936]]
'Cotizaciones'!F15739,[['KF432C16BB/32']]
'Cotizaciones'!M15739,[[1.0]]
'Cotizaciones'!F15740,[['SNV3S/1000G']]
'Cotizaciones'!M15740,[[1.0]]
'Cotizaciones'!F15741,[['WD23PURZ']]
'Cotizaciones'!M15741,[[1.0]]
'Cotizaciones'!F15743,[['G12-GC-850']]
'Cotizaciones'!M15743,[[1.0]]
'Cotizaciones'!F15744,[['0-761345-80060-0']]
'Cotizaciones'!M15744,[[1.0]]
'Cotizaciones'!F15745,[['Z1INSSO10']]
'Cotizaciones'!M15745,[[0.944]]
'Cotizaciones'!F15746,[['Z1INSEQUI']]
'Cotizaciones'!M15746,[[1.0]]
'Cotizaciones'!F15747,[['BX80768285K']]
'Cotizaciones'!M15747,[[1.0]]
'Cotizaciones'!F15748,[['Z890 GAMING X WIFI7']]
'Cotizaciones'!M15748,[[0.899]]
'Cotizaciones'!F15749,[['TUF-RTX5080-O16G-GAMING']]
'Cotizaciones'!M15749,[[1.0]]
'Cotizaciones'!F15750,[['KF560C36BBEAK2-64']]
'Cotizaciones'!M15750,[[1.0]]
'Cotizaciones'!F15751,[['SNV3S/4000G']]
'Cotizaciones'!M15751,[[1.0]]
'Cotizaciones'!F15752,[['CO-9051018-WW']]
'Cotizaciones'!M15752,[[1.0]]
'Cotizaciones'!N15752,[['FAN']]
'Cotizaciones'!F15753,[['RL-KR360-B1']]
'Cotizaciones'!M15753,[[1.0]]
'Cotizaciones'!N15753,[['WATERC']]
'Cotizaciones'!F15754,[['VERTEX GX-1200']]
'Cotizaciones'!M15754,[[0.907]]
'Cotizaciones'!F15755,[['CS-HYTE-Y70TI-BB']]
'Cotizaciones'!M15755,[[1.0]]
'Cotizaciones'!F15756,[['Z1INSSO10']]
'Cotizaciones'!M15756,[[0.944]]
'Cotizaciones'!F15757,[['XG27AQMR']]
'Cotizaciones'!M15757,[[1.0]]
'Cotizaciones'!F15758,[['Z1INSEQUI']]
'Cotizaciones'!M15758,[[1.0]]
'Cotizaciones'!F15759,[['BX8071514900KF']]
'Cotizaciones'!M15759,[[1.0]]
'Cotizaciones'!F15760,[['Z790 PROJECT ZERO']]
'Cotizaciones'!M15760,[[1.0]]
'Cotizaciones'!F15761,[['90YV0MF0-M0AA00']]
'Cotizaciones'!M15761,[[0.982]]
'Cotizaciones'!F15763,[['MZ-V9E2T0B/AM']]
'Cotizaciones'!M15763,[[1.0]]
'Cotizaciones'!F15764,[['MLX-D36M-A25PZ-R1']]
'Cotizaciones'!M15764,[[1.0]]
'Cotizaciones'!N15764,[['WATERC']]
'Cotizaciones'!F15765,[['MAG A850GL PCIE5']]
'Cotizaciones'!M15765,[[1.0]]
'Cotizaciones'!F15766,[['R-CG580-BKADA4-G-1']]
'Cotizaciones'!M15766,[[1.0]]
'Cotizaciones'!F15767,[['Z1INSSO10']]
'Cotizaciones'!M15767,[[0.944]]
'Cotizaciones'!F15768,[['G27C3F']]
'Cotizaciones'!M15768,[[1.0]]
'Cotizaciones'!F15770,[['Z1INSEQUI']]
'Cotizaciones'!M15770,[[1.0]]
'Cotizaciones'!F15771,[['100-100000591WOF']]
'Cotizaciones'!M15771,[[1.0]]
'Cotizaciones'!F15772,[['B650 A ELITE AX ICE']]
'Cotizaciones'!M15772,[[0.891]]
'Cotizaciones'!F15773,[['GV-R78XTGAMING OC-16GD']]
'Cotizaciones'!M15773,[[0.926]]
'Cotizaciones'!F15774,[['KF560C36BBE2A-16']]
'Cotizaciones'!M15774,[[1.0]]
'Cotizaciones'!F15775,[['SNV3S/2000G']]
'Cotizaciones'!M15775,[[1.0]]
'Cotizaciones'!F15776,[['RR-S4KK-25SN-R1']]
'Cotizaciones'!M15776,[[1.0]]
'Cotizaciones'!F15778,[['0-761345-10043-4']]
'Cotizaciones'!M15778,[[0.932]]
'Cotizaciones'!F15779,[['Z1INSSO10']]
'Cotizaciones'!M15779,[[0.944]]
'Cotizaciones'!F15780,[['Z1INSEQUI']]
'Cotizaciones'!M15780,[[1.0]]
'Cotizaciones'!F15781,[['TUF GAMING B550M-PLUS WIFI II']]
'Cotizaciones'!M15781,[[1.0]]
'Cotizaciones'!F15783,[['Z1INSSO10']]
'Cotizaciones'!M15783,[[0.944]]
'Cotizaciones'!F15784,[['Z1INSEQUI']]
'Cotizaciones'!M15784,[[1.0]]
'Cotizaciones'!F15785,[['Z1SERVLAP']]
'Cotizaciones'!M15785,[[1.0]]
'Cotizaciones'!F15786,[['100-100001590BOX']]
'Cotizaciones'!M15786,[[1.0]]
'Cotizaciones'!F15787,[['B650 GAMING X AX V2']]
'Cotizaciones'!M15787,[[1.0]]
'Cotizaciones'!F15788,[['GV-N5070GAMING OC-12GD']]
'Cotizaciones'!M15788,[[1.0]]
'Cotizaciones'!F15789,[['KF560C36BBE2A-16']]
'Cotizaciones'!M15789,[[1.0]]
'Cotizaciones'!F15790,[['SNV3S/1000G']]
'Cotizaciones'!M15790,[[1.0]]
'Cotizaciones'!F15791,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M15791,[[1.0]]
'Cotizaciones'!N15791,[['WATERC']]
'Cotizaciones'!F15792,[['KYBER850G-BKCUS']]
'Cotizaciones'!M15792,[[1.0]]
'Cotizaciones'!F15793,[['0-761345-10043-4']]
