range,values
'Cotizaciones'!F20603,[['SSR-650GB3']]
'Cotizaciones'!M20603,[[1.0]]
'Cotizaciones'!F20604,[['XZCGB03B']]
'Cotizaciones'!M20604,[[1.0]]
'Cotizaciones'!F20605,[['Z1INSSO11PRO']]
'Cotizaciones'!M20605,[[1.0]]
'Cotizaciones'!F20606,[['Z1INSEQUI']]
'Cotizaciones'!M20606,[[1.0]]
'Cotizaciones'!F20607,[['100-100000591WOF']]
'Cotizaciones'!M20607,[[1.0]]
'Cotizaciones'!F20608,[['PRIME B840-PLUS WIFI']]
'Cotizaciones'!M20608,[[1.0]]
'Cotizaciones'!F20609,[['GV-R9070GAMING OC-16GD']]
'Cotizaciones'!M20609,[[0.926]]
'Cotizaciones'!F20610,[['KF556C40BBK2-32']]
'Cotizaciones'!M20610,[[1.0]]
'Cotizaciones'!F20611,[['SNV3S/1000G']]
'Cotizaciones'!M20611,[[1.0]]
'Cotizaciones'!F20614,[['0-761345-10033-5']]
'Cotizaciones'!M20614,[[0.89]]
'Cotizaciones'!F20615,[['Z1INSSO11PRO']]
'Cotizaciones'!M20615,[[1.0]]
'Cotizaciones'!F20616,[['Z1INSEQUI']]
'Cotizaciones'!M20616,[[1.0]]
'Cotizaciones'!F20618,[['B760M GAMING PLUS WIFI']]
'Cotizaciones'!M20618,[[1.0]]
'Cotizaciones'!F20619,[['GV-N5070AERO OC-12GD']]
'Cotizaciones'!M20619,[[0.896]]
'Cotizaciones'!F20620,[['CMH32GX5M2B6400C36']]
'Cotizaciones'!M20620,[[1.0]]
'Cotizaciones'!F20621,[['MZ-V9P1T0B/AM']]
'Cotizaciones'!M20621,[[1.0]]
'Cotizaciones'!F20622,[['R-LX360-WHDSNMCP-G-1']]
'Cotizaciones'!M20622,[[1.0]]
'Cotizaciones'!N20622,[['WATERC']]
'Cotizaciones'!F20624,[['CC-9011270-WW']]
'Cotizaciones'!M20624,[[1.0]]
'Cotizaciones'!F20625,[['Z1INSSO11PRO']]
'Cotizaciones'!M20625,[[1.0]]
'Cotizaciones'!F20626,[['Z1INSEQUI']]
'Cotizaciones'!M20626,[[1.0]]
'Cotizaciones'!F20627,[['BX8071512700F']]
'Cotizaciones'!M20627,[[1.0]]
'Cotizaciones'!F20628,[['TUF GAMING B760M-PLUS WIFI II']]
'Cotizaciones'!M20628,[[1.0]]
'Cotizaciones'!F20629,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M20629,[[1.0]]
'Cotizaciones'!F20630,[['KF556C36BBEA-16']]
'Cotizaciones'!M20630,[[1.0]]
'Cotizaciones'!F20631,[['SNV3S/1000G']]
'Cotizaciones'!M20631,[[1.0]]
'Cotizaciones'!F20632,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M20632,[[0.913]]
'Cotizaciones'!N20632,[['WATERC']]
'Cotizaciones'!F20633,[['SSR-650GB3']]
'Cotizaciones'!M20633,[[1.0]]
'Cotizaciones'!F20634,[['0-761345-10036-6']]
'Cotizaciones'!M20634,[[0.904]]
'Cotizaciones'!F20635,[['Z1INSSO11PRO']]
'Cotizaciones'!M20635,[[1.0]]
'Cotizaciones'!F20636,[['XZPKT1NG']]
'Cotizaciones'!M20636,[[1.0]]
'Cotizaciones'!F20637,[['24G4']]
'Cotizaciones'!M20637,[[1.0]]
'Cotizaciones'!F20638,[['Z1INSEQUI']]
'Cotizaciones'!M20638,[[1.0]]
'Cotizaciones'!F20640,[['PRIME B840M-A WIFI']]
'Cotizaciones'!M20640,[[1.0]]
'Cotizaciones'!F20641,[['GV-N506TEAGLE OC-16GD']]
'Cotizaciones'!M20641,[[0.969]]
'Cotizaciones'!F20642,[['KF556C36BBEA-16']]
'Cotizaciones'!M20642,[[1.0]]
'Cotizaciones'!F20643,[['SNV3S/1000G']]
'Cotizaciones'!M20643,[[1.0]]
'Cotizaciones'!F20644,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M20644,[[0.913]]
'Cotizaciones'!N20644,[['WATERC']]
'Cotizaciones'!F20645,[['SSR-650GB3']]
'Cotizaciones'!M20645,[[1.0]]
'Cotizaciones'!F20646,[['0-761345-10036-6']]
'Cotizaciones'!M20646,[[0.904]]
'Cotizaciones'!F20647,[['Z1INSSO11PRO']]
'Cotizaciones'!M20647,[[1.0]]
'Cotizaciones'!F20648,[['Z1INSEQUI']]
'Cotizaciones'!M20648,[[1.0]]
'Cotizaciones'!F20649,[['100-100000457BOX']]
'Cotizaciones'!M20649,[[1.0]]
'Cotizaciones'!F20650,[['PRIME B550M-A AC']]
'Cotizaciones'!M20650,[[1.0]]
'Cotizaciones'!F20651,[['GV-N3050WF2OCV2-6GD']]
'Cotizaciones'!M20651,[[0.933]]
'Cotizaciones'!F20652,[['KF432C16BB1/16']]
'Cotizaciones'!M20652,[[1.0]]
'Cotizaciones'!F20653,[['SNV3S/500G']]
'Cotizaciones'!M20653,[[1.0]]
'Cotizaciones'!F20654,[['SSR-650GB3']]
'Cotizaciones'!M20654,[[1.0]]
'Cotizaciones'!F20655,[['0-761345-10036-6']]
'Cotizaciones'!M20655,[[0.904]]
'Cotizaciones'!F20656,[['Z1INSSO10']]
'Cotizaciones'!M20656,[[0.944]]
'Cotizaciones'!F20657,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20657,[[1.0]]
'Cotizaciones'!F20659,[['Z1INSSO10']]
'Cotizaciones'!M20659,[[0.944]]
'Cotizaciones'!F20660,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20660,[[1.0]]
'Cotizaciones'!F20661,[['100-100000457BOX']]
'Cotizaciones'!M20661,[[1.0]]
'Cotizaciones'!F20662,[['PRIME B550M-A AC']]
'Cotizaciones'!M20662,[[1.0]]
'Cotizaciones'!F20663,[['GV-N3050WF2OCV2-6GD']]
'Cotizaciones'!M20663,[[0.933]]
'Cotizaciones'!F20664,[['KF432C16BB1/16']]
'Cotizaciones'!M20664,[[1.0]]
'Cotizaciones'!F20665,[['SNV3S/500G']]
'Cotizaciones'!M20665,[[1.0]]
'Cotizaciones'!F20666,[['SSR-650GB3']]
'Cotizaciones'!M20666,[[1.0]]
'Cotizaciones'!F20667,[['0-761345-10036-6']]
'Cotizaciones'!M20667,[[0.904]]
'Cotizaciones'!F20668,[['Z1INSSO10']]
'Cotizaciones'!M20668,[[0.944]]
'Cotizaciones'!F20669,[['AC-936750']]
'Cotizaciones'!M20669,[[1.0]]
'Cotizaciones'!F20670,[['24B30H2']]
'Cotizaciones'!M20670,[[1.0]]
'Cotizaciones'!F20671,[['SPK-255']]
'Cotizaciones'!M20671,[[1.0]]
'Cotizaciones'!N20671,[['MULTI']]
'Cotizaciones'!F20672,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20672,[[1.0]]
'Cotizaciones'!F20673,[['100-100000926WOF']]
'Cotizaciones'!M20673,[[1.0]]
'Cotizaciones'!F20674,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M20674,[[1.0]]
'Cotizaciones'!F20675,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M20675,[[1.0]]
'Cotizaciones'!F20677,[['SNV3S/1000G']]
'Cotizaciones'!M20677,[[1.0]]
'Cotizaciones'!F20678,[['MLW-D24M-A18PZ-RW']]
'Cotizaciones'!M20678,[[1.0]]
'Cotizaciones'!N20678,[['WATERC']]
'Cotizaciones'!F20679,[['SSR-650GB3']]
'Cotizaciones'!M20679,[[1.0]]
'Cotizaciones'!F20680,[['BR-937337']]
'Cotizaciones'!M20680,[[0.934]]
'Cotizaciones'!F20681,[['Z1INSSO10']]
'Cotizaciones'!M20681,[[0.944]]
'Cotizaciones'!F20682,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20682,[[1.0]]
'Cotizaciones'!F20683,[['BX8071513400F']]
'Cotizaciones'!M20683,[[1.0]]
'Cotizaciones'!F20684,[['TUF GAMING B760M-PLUS WIFI II']]
'Cotizaciones'!M20684,[[1.0]]
'Cotizaciones'!F20685,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M20685,[[1.0]]
'Cotizaciones'!F20686,[['KF556C36BBEA-16']]
'Cotizaciones'!M20686,[[1.0]]
'Cotizaciones'!F20687,[['SNV3S/1000G']]
'Cotizaciones'!M20687,[[1.0]]
'Cotizaciones'!F20688,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M20688,[[0.913]]
'Cotizaciones'!N20688,[['WATERC']]
'Cotizaciones'!F20689,[['SSR-650GB3']]
'Cotizaciones'!M20689,[[1.0]]
'Cotizaciones'!F20690,[['0-761345-10036-6']]
'Cotizaciones'!M20690,[[0.904]]
'Cotizaciones'!F20691,[['Z1INSSO10']]
'Cotizaciones'!M20691,[[0.944]]
'Cotizaciones'!F20692,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20692,[[1.0]]
'Cotizaciones'!F20693,[['100-100000457BOX']]
'Cotizaciones'!M20693,[[0.929]]
'Cotizaciones'!F20694,[['PRIME B450M-A II/CSM']]
'Cotizaciones'!M20694,[[1.0]]
'Cotizaciones'!F20695,[['GEFORCE RTX 3050 VENTUS 2X XS 8G OC']]
'Cotizaciones'!M20695,[[1.0]]
'Cotizaciones'!F20696,[['KF432C16BB1/16']]
'Cotizaciones'!M20696,[[1.0]]
'Cotizaciones'!F20697,[['SNV3S/500G']]
'Cotizaciones'!M20697,[[0.881]]
'Cotizaciones'!F20698,[['xzps650b']]
'Cotizaciones'!M20698,[[0.978]]
'Cotizaciones'!F20700,[['Z1INSSO10']]
'Cotizaciones'!M20700,[[0.944]]
'Cotizaciones'!F20701,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20701,[[1.0]]
'Cotizaciones'!F20703,[['PRO WS WRX90E-SAGE SE']]
'Cotizaciones'!M20703,[[0.988]]
'Cotizaciones'!F20704,[['TUF-RTX5090-O32G-GAMING']]
'Cotizaciones'!M20704,[[1.0]]
'Cotizaciones'!F20706,[['CSSD-F4000GBMP600PNH']]
'Cotizaciones'!M20706,[[1.0]]
'Cotizaciones'!F20707,[['RF-R12TF-W1']]
'Cotizaciones'!M20707,[[1.0]]
'Cotizaciones'!N20707,[['FAN']]
'Cotizaciones'!F20708,[['CW-9060073-WW']]
'Cotizaciones'!M20708,[[1.0]]
'Cotizaciones'!N20708,[['WATERC']]
'Cotizaciones'!F20709,[['220-GT-1300-X1']]
'Cotizaciones'!M20709,[[1.0]]
'Cotizaciones'!F20710,[['90DC0023-B30000']]
'Cotizaciones'!M20710,[[1.0]]
'Cotizaciones'!F20711,[['Z1INSSO11PRO']]
'Cotizaciones'!M20711,[[1.0]]
'Cotizaciones'!F20712,[['Z1INSEQUI']]
'Cotizaciones'!M20712,[[1.0]]
'Cotizaciones'!F20713,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M20713,[[1.0]]
'Cotizaciones'!N20713,[['WATERC']]
'Cotizaciones'!F20714,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20714,[[1.0]]
'Cotizaciones'!F20715,[['BX8071512900']]
'Cotizaciones'!M20715,[[1.0]]
'Cotizaciones'!F20716,[['TUF GAMING B760M-PLUS WIFI II']]
'Cotizaciones'!M20716,[[1.0]]
'Cotizaciones'!F20717,[['KF556C36BBEA-16']]
'Cotizaciones'!M20717,[[1.0]]
'Cotizaciones'!F20718,[['SNV3S/1000G']]
'Cotizaciones'!M20718,[[1.0]]
'Cotizaciones'!F20719,[['0-761345-40054-1']]
'Cotizaciones'!M20719,[[1.0]]
'Cotizaciones'!N20719,[['WATERC']]
'Cotizaciones'!F20720,[['SSR-650GB3']]
'Cotizaciones'!M20720,[[1.0]]
'Cotizaciones'!F20721,[['0-761345-10036-6']]
'Cotizaciones'!M20721,[[0.904]]
'Cotizaciones'!F20722,[['Z1INSSO10']]
'Cotizaciones'!M20722,[[0.944]]
'Cotizaciones'!F20723,[['24B30H2']]
'Cotizaciones'!M20723,[[1.0]]
'Cotizaciones'!F20724,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20724,[[1.0]]
'Cotizaciones'!F20725,[['100-100000263BOX']]
'Cotizaciones'!M20725,[[1.0]]
'Cotizaciones'!F20726,[['PRIME B450M-A II/CSM']]
'Cotizaciones'!M20726,[[1.0]]
'Cotizaciones'!F20727,[['KF432C16BB1/16']]
'Cotizaciones'!M20727,[[1.0]]
'Cotizaciones'!F20728,[['SNV3S/1000G']]
'Cotizaciones'!M20728,[[1.0]]
'Cotizaciones'!F20729,[['xzps650b']]
'Cotizaciones'!M20729,[[0.978]]
'Cotizaciones'!F20731,[['Z1INSSO10']]
'Cotizaciones'!M20731,[[0.944]]
'Cotizaciones'!F20732,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20732,[[1.0]]
'Cotizaciones'!F20733,[['BX8071513900KF']]
'Cotizaciones'!M20733,[[0.888]]
'Cotizaciones'!F20734,[['B760 GAMING PLUS WIFI']]
'Cotizaciones'!M20734,[[0.895]]
'Cotizaciones'!F20735,[['PRIME-RTX5070-12G']]
'Cotizaciones'!M20735,[[1.0]]
'Cotizaciones'!F20736,[['KF556C40BBA-32']]
'Cotizaciones'!M20736,[[1.0]]
'Cotizaciones'!F20737,[['SNV3S/2000G']]
'Cotizaciones'!M20737,[[0.938]]
'Cotizaciones'!F20738,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M20738,[[1.0]]
'Cotizaciones'!N20738,[['WATERC']]
'Cotizaciones'!F20739,[['G12-GC-850']]
'Cotizaciones'!M20739,[[1.0]]
'Cotizaciones'!F20740,[['YCM-APPHO-02']]
'Cotizaciones'!M20740,[[1.0]]
'Cotizaciones'!F20741,[['Z1INSSO10']]
'Cotizaciones'!M20741,[[0.944]]
'Cotizaciones'!F20742,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20742,[[1.0]]
'Cotizaciones'!F20743,[['100-100000457BOX']]
'Cotizaciones'!M20743,[[1.0]]
'Cotizaciones'!F20744,[['PRIME B550M-A AC']]
'Cotizaciones'!M20744,[[1.0]]
'Cotizaciones'!F20745,[['GV-N3050WF2OCV2-6GD']]
'Cotizaciones'!M20745,[[0.933]]
'Cotizaciones'!F20746,[['KF432C16BB1/16']]
'Cotizaciones'!M20746,[[1.0]]
'Cotizaciones'!F20747,[['SNV3S/500G']]
'Cotizaciones'!M20747,[[1.0]]
'Cotizaciones'!F20748,[['SSR-650GB3']]
'Cotizaciones'!M20748,[[1.0]]
'Cotizaciones'!F20749,[['0-761345-10036-6']]
'Cotizaciones'!M20749,[[0.904]]
'Cotizaciones'!F20750,[['Z1INSSO10']]
'Cotizaciones'!M20750,[[0.944]]
'Cotizaciones'!F20751,[['AC-936750']]
'Cotizaciones'!M20751,[[1.0]]
'Cotizaciones'!F20752,[['24B30H2']]
'Cotizaciones'!M20752,[[1.0]]
'Cotizaciones'!F20753,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20753,[[1.0]]
'Cotizaciones'!F20754,[['100-100000263BOX']]
'Cotizaciones'!M20754,[[1.0]]
'Cotizaciones'!F20755,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M20755,[[1.0]]
'Cotizaciones'!F20756,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M20756,[[1.0]]
'Cotizaciones'!F20758,[['SNV3S/1000G']]
'Cotizaciones'!M20758,[[1.0]]
'Cotizaciones'!F20760,[['SSR-650GB3']]
'Cotizaciones'!M20760,[[1.0]]
'Cotizaciones'!F20761,[['0-761345-10036-6']]
'Cotizaciones'!M20761,[[0.904]]
'Cotizaciones'!F20762,[['Z1INSSO10']]
'Cotizaciones'!M20762,[[0.944]]
'Cotizaciones'!F20763,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20763,[[1.0]]
'Cotizaciones'!F20764,[['100-100001084WOF']]
'Cotizaciones'!M20764,[[1.0]]
'Cotizaciones'!F20765,[['X670E GAMING PLUS WIFI']]
'Cotizaciones'!M20765,[[1.0]]
'Cotizaciones'!F20766,[['PRIME-RTX5080-16G']]
'Cotizaciones'!M20766,[[1.0]]
'Cotizaciones'!F20767,[['F5-5600J4040C16GX2-TZ5RK']]
'Cotizaciones'!M20767,[[1.0]]
'Cotizaciones'!F20768,[['SNV3S/2000G']]
'Cotizaciones'!M20768,[[1.0]]
'Cotizaciones'!F20769,[['CW-9060089-WW']]
'Cotizaciones'!M20769,[[1.0]]
'Cotizaciones'!N20769,[['WATERC']]
'Cotizaciones'!F20770,[['MPE-8501-ACAAG']]
'Cotizaciones'!M20770,[[1.0]]
'Cotizaciones'!F20771,[['CC-H61FB-R1']]
'Cotizaciones'!M20771,[[1.0]]
'Cotizaciones'!F20772,[['Z1INSSO10']]
'Cotizaciones'!M20772,[[0.944]]
'Cotizaciones'!F20773,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20773,[[1.0]]
'Cotizaciones'!F20774,[['YD3200C5FHBOX']]
'Cotizaciones'!M20774,[[1.0]]
'Cotizaciones'!F20775,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M20775,[[1.0]]
'Cotizaciones'!F20777,[['SNV3S/500G']]
'Cotizaciones'!M20777,[[1.0]]
'Cotizaciones'!F20778,[['AC-933063']]
'Cotizaciones'!M20778,[[1.0]]
'Cotizaciones'!F20779,[['Z1INSSO10']]
'Cotizaciones'!M20779,[[0.944]]
'Cotizaciones'!F20780,[['Z1INSEQUI']]
'Cotizaciones'!M20780,[[1.0]]
'Cotizaciones'!F20781,[['100-100000263BOX']]
'Cotizaciones'!M20781,[[1.0]]
'Cotizaciones'!F20782,[['PRIME B550M-A AC']]
'Cotizaciones'!M20782,[[1.0]]
'Cotizaciones'!F20783,[['11324-01-20G']]
'Cotizaciones'!M20783,[[1.0]]
'Cotizaciones'!F20784,[['KF432C16BB1/16']]
'Cotizaciones'!M20784,[[1.0]]
'Cotizaciones'!F20785,[['SNV3S/1000G']]
'Cotizaciones'!M20785,[[1.0]]
'Cotizaciones'!F20786,[['xzps650b']]
'Cotizaciones'!M20786,[[0.978]]
'Cotizaciones'!F20788,[['Z1INSSO10']]
'Cotizaciones'!M20788,[[0.944]]
'Cotizaciones'!F20789,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20789,[[1.0]]
'Cotizaciones'!F20790,[['100-100000591WOF']]
'Cotizaciones'!M20790,[[1.0]]
'Cotizaciones'!F20791,[['PRIME B840M-A WIFI']]
'Cotizaciones'!M20791,[[1.0]]
'Cotizaciones'!F20792,[['PRIME-RTX5070-12G']]
'Cotizaciones'!M20792,[[1.0]]
'Cotizaciones'!F20793,[['KF556C36BBEA-16']]
'Cotizaciones'!M20793,[[1.0]]
'Cotizaciones'!F20794,[['SNV3S/2000G']]
'Cotizaciones'!M20794,[[0.938]]
'Cotizaciones'!F20795,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M20795,[[1.0]]
'Cotizaciones'!N20795,[['WATERC']]
'Cotizaciones'!F20796,[['G12-GC-850']]
'Cotizaciones'!M20796,[[0.975]]
'Cotizaciones'!F20797,[['0-761345-10033-5']]
'Cotizaciones'!M20797,[[0.89]]
'Cotizaciones'!F20798,[['Z1INSSO10']]
'Cotizaciones'!M20798,[[0.944]]
'Cotizaciones'!F20799,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20799,[[1.0]]
'Cotizaciones'!F20800,[['BX8071512900']]
'Cotizaciones'!M20800,[[1.0]]
'Cotizaciones'!F20801,[['TUF GAMING B760M-PLUS WIFI II']]
'Cotizaciones'!M20801,[[1.0]]
'Cotizaciones'!F20802,[['KF556C36BBEA-16']]
'Cotizaciones'!M20802,[[1.0]]
'Cotizaciones'!F20803,[['SNV3S/1000G']]
'Cotizaciones'!M20803,[[1.0]]
'Cotizaciones'!F20804,[['0-761345-40054-1']]
'Cotizaciones'!M20804,[[1.0]]
'Cotizaciones'!N20804,[['WATERC']]
'Cotizaciones'!F20805,[['SSR-650GB3']]
'Cotizaciones'!M20805,[[1.0]]
'Cotizaciones'!F20806,[['0-761345-10036-6']]
'Cotizaciones'!M20806,[[0.904]]
'Cotizaciones'!F20807,[['Z1INSSO10']]
'Cotizaciones'!M20807,[[0.944]]
'Cotizaciones'!F20808,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20808,[[1.0]]
'Cotizaciones'!F20809,[['100-100001405WOF']]
'Cotizaciones'!M20809,[[1.0]]
'Cotizaciones'!F20811,[['GeForce RTX 5060 TI 8G VENTUS 2X PLUS']]
'Cotizaciones'!M20811,[[1.0]]
'Cotizaciones'!F20812,[['KF556C36BBEA-16']]
'Cotizaciones'!M20812,[[1.0]]
'Cotizaciones'!F20813,[['SNV3S/1000G']]
'Cotizaciones'!M20813,[[1.0]]
'Cotizaciones'!F20814,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M20814,[[1.0]]
'Cotizaciones'!N20814,[['WATERC']]
'Cotizaciones'!F20815,[['G12-GC-850']]
'Cotizaciones'!M20815,[[0.975]]
'Cotizaciones'!F20816,[['CC-H61FB-01']]
'Cotizaciones'!M20816,[[1.0]]
'Cotizaciones'!F20817,[['Z1INSSO10']]
'Cotizaciones'!M20817,[[0.944]]
'Cotizaciones'!F20818,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20818,[[1.0]]
'Cotizaciones'!F20819,[['100-100000926WOF']]
'Cotizaciones'!M20819,[[1.0]]
'Cotizaciones'!F20820,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M20820,[[1.0]]
'Cotizaciones'!F20821,[['PRIME-RTX5070-12G']]
'Cotizaciones'!M20821,[[1.0]]
'Cotizaciones'!F20822,[['KF432C16BB1/16']]
'Cotizaciones'!M20822,[[1.0]]
'Cotizaciones'!F20823,[['SNV3S/1000G']]
'Cotizaciones'!M20823,[[1.0]]
'Cotizaciones'!F20824,[['0-761345-74043-2']]
'Cotizaciones'!M20824,[[1.0]]
'Cotizaciones'!N20824,[['WATERC']]
'Cotizaciones'!F20825,[['SSR-650GB3']]
'Cotizaciones'!M20825,[[1.0]]
'Cotizaciones'!F20827,[['Z1INSSO10']]
'Cotizaciones'!M20827,[[0.944]]
'Cotizaciones'!F20828,[['AC-936750']]
'Cotizaciones'!M20828,[[1.0]]
'Cotizaciones'!F20829,[['27G4E']]
'Cotizaciones'!M20829,[[1.0]]
'Cotizaciones'!F20830,[['SPK-108']]
'Cotizaciones'!M20830,[[1.0]]
'Cotizaciones'!F20831,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20831,[[1.0]]
'Cotizaciones'!F20832,[['100-100000926WOF']]
'Cotizaciones'!M20832,[[1.0]]
'Cotizaciones'!F20833,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M20833,[[1.0]]
'Cotizaciones'!F20834,[['PRIME-RTX5060-O8G']]
'Cotizaciones'!M20834,[[0.941]]
'Cotizaciones'!F20835,[['KF432C16BB1/16']]
'Cotizaciones'!M20835,[[1.0]]
'Cotizaciones'!F20836,[['SNV3S/1000G']]
'Cotizaciones'!M20836,[[1.0]]
'Cotizaciones'!F20837,[['0-761345-74043-2']]
'Cotizaciones'!M20837,[[1.0]]
'Cotizaciones'!N20837,[['WATERC']]
'Cotizaciones'!F20838,[['SSR-650GB3']]
'Cotizaciones'!M20838,[[1.0]]
'Cotizaciones'!F20840,[['Z1INSSO10']]
'Cotizaciones'!M20840,[[0.944]]
'Cotizaciones'!F20841,[['AC-936750']]
'Cotizaciones'!M20841,[[1.0]]
'Cotizaciones'!F20842,[['27G4E']]
'Cotizaciones'!M20842,[[1.0]]
'Cotizaciones'!F20843,[['SPK-108']]
'Cotizaciones'!M20843,[[1.0]]
'Cotizaciones'!F20844,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20844,[[1.0]]
'Cotizaciones'!F20845,[['100-100000457BOX']]
'Cotizaciones'!M20845,[[1.0]]
'Cotizaciones'!F20846,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M20846,[[1.0]]
'Cotizaciones'!F20847,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M20847,[[1.0]]
'Cotizaciones'!F20848,[['KF432C16BB1/16']]
'Cotizaciones'!M20848,[[1.0]]
'Cotizaciones'!F20849,[['SNV3S/1000G']]
'Cotizaciones'!M20849,[[1.0]]
'Cotizaciones'!F20850,[['SSR-650GB3']]
'Cotizaciones'!M20850,[[1.0]]
'Cotizaciones'!F20851,[['XZGAMC1B']]
'Cotizaciones'!M20851,[[1.0]]
'Cotizaciones'!F20852,[['Z1INSSO10']]
'Cotizaciones'!M20852,[[0.944]]
'Cotizaciones'!F20853,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20853,[[1.0]]
'Cotizaciones'!F20854,[['100-100000931BOX']]
'Cotizaciones'!M20854,[[1.0]]
'Cotizaciones'!F20856,[['GV-N3050WF2OCV2-6GD']]
'Cotizaciones'!M20856,[[1.0]]
'Cotizaciones'!F20857,[['KF556C36BBEA-16']]
'Cotizaciones'!M20857,[[0.989]]
'Cotizaciones'!F20858,[['SNV3S/1000G']]
'Cotizaciones'!M20858,[[1.0]]
'Cotizaciones'!F20859,[['SSR-650GB3']]
'Cotizaciones'!M20859,[[1.0]]
'Cotizaciones'!F20861,[['Z1INSSO10']]
'Cotizaciones'!M20861,[[0.944]]
'Cotizaciones'!F20862,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20862,[[1.0]]
'Cotizaciones'!F20864,[['PRIME B550M-A AC']]
'Cotizaciones'!M20864,[[1.0]]
'Cotizaciones'!F20865,[['AX4U320016G16A-SB10']]
'Cotizaciones'!M20865,[[0.945]]
'Cotizaciones'!F20868,[['XZGAZNY1B']]
'Cotizaciones'!M20868,[[1.0]]
'Cotizaciones'!F20869,[['Z1INSSO10']]
'Cotizaciones'!M20869,[[0.944]]
'Cotizaciones'!F20870,[['Z1INSEQUI']]
'Cotizaciones'!M20870,[[1.0]]
'Cotizaciones'!F20871,[['100-100000457BOX']]
'Cotizaciones'!M20871,[[0.929]]
'Cotizaciones'!F20872,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M20872,[[1.0]]
'Cotizaciones'!F20873,[['VCG30506DFXPB1']]
'Cotizaciones'!M20873,[[1.0]]
'Cotizaciones'!F20874,[['KF432C16BB1/16']]
'Cotizaciones'!M20874,[[1.0]]
'Cotizaciones'!F20875,[['SNV3S/500G']]
'Cotizaciones'!M20875,[[0.881]]
'Cotizaciones'!F20876,[['xzps650b']]
'Cotizaciones'!M20876,[[0.978]]
'Cotizaciones'!F20878,[['Z1INSSO10']]
'Cotizaciones'!M20878,[[0.944]]
'Cotizaciones'!F20879,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20879,[[1.0]]
'Cotizaciones'!F20880,[['100-100000457BOX']]
'Cotizaciones'!M20880,[[1.0]]
'Cotizaciones'!F20881,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M20881,[[1.0]]
'Cotizaciones'!F20882,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M20882,[[1.0]]
'Cotizaciones'!F20883,[['KF432C16BB1/16']]
'Cotizaciones'!M20883,[[1.0]]
'Cotizaciones'!F20884,[['SNV3S/1000G']]
'Cotizaciones'!M20884,[[1.0]]
'Cotizaciones'!F20885,[['SSR-650GB3']]
'Cotizaciones'!M20885,[[1.0]]
'Cotizaciones'!F20886,[['XZGAMC1B']]
'Cotizaciones'!M20886,[[1.0]]
'Cotizaciones'!F20887,[['Z1INSSO10']]
'Cotizaciones'!M20887,[[0.944]]
'Cotizaciones'!F20888,[['AC-936750']]
'Cotizaciones'!M20888,[[1.0]]
'Cotizaciones'!F20889,[['LS27D300GALXZX']]
'Cotizaciones'!M20889,[[1.0]]
'Cotizaciones'!F20890,[['Z1INSEQUIMAN']]
'Cotizaciones'!M20890,[[1.0]]
'Cotizaciones'!F20891,[['BX80768285K']]
'Cotizaciones'!M20891,[[1.0]]
