range,values
'Cotizaciones'!M17839,[[0.94]]
'Cotizaciones'!N17839,[['GPU']]
'Cotizaciones'!F17840,[['KF432C16BB2A/32']]
'Cotizaciones'!M17840,[[1.0]]
'Cotizaciones'!N17840,[['RAM']]
'Cotizaciones'!F17841,[['SNV3S/1000G']]
'Cotizaciones'!M17841,[[1.0]]
'Cotizaciones'!N17841,[['SSD']]
'Cotizaciones'!F17842,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M17842,[[1.0]]
'Cotizaciones'!N17842,[['WATERC']]
'Cotizaciones'!F17843,[['G12-GC-850']]
'Cotizaciones'!M17843,[[0.98]]
'Cotizaciones'!N17843,[['PSU']]
'Cotizaciones'!F17845,[['Z1INSSO10']]
'Cotizaciones'!M17845,[[0.94]]
'Cotizaciones'!N17845,[['Sistema operativo']]
'Cotizaciones'!F17846,[['AC-936750']]
'Cotizaciones'!M17846,[[0.89]]
'Cotizaciones'!N17846,[['KITKM']]
'Cotizaciones'!F17848,[['Z1INSEQUI']]
'Cotizaciones'!M17848,[[1.0]]
'Cotizaciones'!N17848,[['Instalación']]
'Cotizaciones'!F17849,[['SNV3S/2000G']]
'Cotizaciones'!M17849,[[0.94]]
'Cotizaciones'!N17849,[['SSD']]
'Cotizaciones'!F17850,[['BX80768265K']]
'Cotizaciones'!M17850,[[1.0]]
'Cotizaciones'!N17850,[['CPU']]
'Cotizaciones'!F17851,[['Z890M GAMING X']]
'Cotizaciones'!M17851,[[0.88]]
'Cotizaciones'!N17851,[['MOBO']]
'Cotizaciones'!F17852,[['KF560C36BBE2-16']]
'Cotizaciones'!M17852,[[1.0]]
'Cotizaciones'!N17852,[['RAM']]
'Cotizaciones'!F17855,[['G12-GC-850']]
'Cotizaciones'!M17855,[[0.98]]
'Cotizaciones'!N17855,[['PSU']]
'Cotizaciones'!F17856,[['TD300-KGNN-S00']]
'Cotizaciones'!M17856,[[1.0]]
'Cotizaciones'!N17856,[['CASE']]
'Cotizaciones'!F17857,[['Z1INSSO10']]
'Cotizaciones'!M17857,[[0.94]]
'Cotizaciones'!N17857,[['Sistema operativo']]
'Cotizaciones'!F17858,[['Z1INSEQUI']]
'Cotizaciones'!M17858,[[1.0]]
'Cotizaciones'!N17858,[['Instalación']]
'Cotizaciones'!F17859,[['100-100000252BOX']]
'Cotizaciones'!M17859,[[1.0]]
'Cotizaciones'!N17859,[['CPU']]
'Cotizaciones'!F17860,[['PRIME B550M-A AC']]
'Cotizaciones'!M17860,[[1.0]]
'Cotizaciones'!N17860,[['MOBO']]
'Cotizaciones'!F17861,[['KVR32N22S8/16']]
'Cotizaciones'!M17861,[[0.9]]
'Cotizaciones'!N17861,[['RAM']]
'Cotizaciones'!F17862,[['ALEG-700-512GCS']]
'Cotizaciones'!M17862,[[0.92]]
'Cotizaciones'!N17862,[['SSD']]
'Cotizaciones'!F17863,[['AC-933063']]
'Cotizaciones'!M17863,[[1.0]]
'Cotizaciones'!N17863,[['CASE']]
'Cotizaciones'!F17864,[['Z1INSSO10']]
'Cotizaciones'!M17864,[[0.94]]
'Cotizaciones'!N17864,[['Sistema operativo']]
'Cotizaciones'!F17865,[['Z1PAQU365']]
'Cotizaciones'!M17865,[[0.95]]
'Cotizaciones'!N17865,[['INSTALACION']]
'Cotizaciones'!F17866,[['Z1INSEQUI']]
'Cotizaciones'!M17866,[[1.0]]
'Cotizaciones'!N17866,[['Instalación']]
'Cotizaciones'!F17867,[['100-100000592BOX']]
'Cotizaciones'!M17867,[[1.0]]
'Cotizaciones'!N17867,[['CPU']]
'Cotizaciones'!F17870,[['KF556C36BBEA-16']]
'Cotizaciones'!M17870,[[1.0]]
'Cotizaciones'!N17870,[['RAM']]
'Cotizaciones'!F17871,[['SNV3S/1000G']]
'Cotizaciones'!M17871,[[1.0]]
'Cotizaciones'!N17871,[['SSD']]
'Cotizaciones'!F17872,[['G12-GC-850']]
'Cotizaciones'!M17872,[[0.98]]
'Cotizaciones'!N17872,[['PSU']]
'Cotizaciones'!F17874,[['Z1INSSO10']]
'Cotizaciones'!M17874,[[0.94]]
'Cotizaciones'!N17874,[['Sistema operativo']]
'Cotizaciones'!F17875,[['Z1INSEQUI']]
'Cotizaciones'!M17875,[[1.0]]
'Cotizaciones'!N17875,[['Instalación']]
'Cotizaciones'!F17876,[['BX8071514700']]
'Cotizaciones'!M17876,[[1.0]]
'Cotizaciones'!N17876,[['CPU']]
'Cotizaciones'!F17877,[['B760 GAMING PLUS WIFI']]
'Cotizaciones'!M17877,[[0.91]]
'Cotizaciones'!N17877,[['MOBO']]
'Cotizaciones'!F17878,[['KF556C40BBA-32']]
'Cotizaciones'!M17878,[[1.0]]
'Cotizaciones'!N17878,[['RAM']]
'Cotizaciones'!F17879,[['SNV3S/1000G']]
'Cotizaciones'!M17879,[[1.0]]
'Cotizaciones'!N17879,[['SSD']]
'Cotizaciones'!F17880,[['SSR-650GB3']]
'Cotizaciones'!M17880,[[1.0]]
'Cotizaciones'!N17880,[['PSU']]
'Cotizaciones'!F17882,[['Z1INSSO10']]
'Cotizaciones'!M17882,[[0.94]]
'Cotizaciones'!N17882,[['Sistema operativo']]
'Cotizaciones'!F17883,[['BR-938655']]
'Cotizaciones'!M17883,[[1.0]]
'Cotizaciones'!N17883,[['MONITOR']]
'Cotizaciones'!F17884,[['Z1INSEQUI']]
'Cotizaciones'!M17884,[[1.0]]
'Cotizaciones'!N17884,[['Instalación']]
'Cotizaciones'!F17885,[['100-100000743BOX']]
'Cotizaciones'!M17885,[[0.91]]
'Cotizaciones'!N17885,[['CPU']]
'Cotizaciones'!F17886,[['PRIME B550M-A AC']]
'Cotizaciones'!M17886,[[1.0]]
'Cotizaciones'!N17886,[['MOBO']]
'Cotizaciones'!F17887,[['90YV0K60-M0AA00']]
'Cotizaciones'!M17887,[[0.94]]
'Cotizaciones'!N17887,[['GPU']]
'Cotizaciones'!F17888,[['KF436C18BB/16']]
'Cotizaciones'!M17888,[[1.0]]
'Cotizaciones'!N17888,[['RAM']]
'Cotizaciones'!F17889,[['SNV3S/1000G']]
'Cotizaciones'!M17889,[[1.0]]
'Cotizaciones'!N17889,[['SSD']]
'Cotizaciones'!F17890,[['SSR-650GB3']]
'Cotizaciones'!M17890,[[1.0]]
'Cotizaciones'!N17890,[['PSU']]
'Cotizaciones'!F17892,[['Z1INSSO10']]
'Cotizaciones'!M17892,[[0.94]]
'Cotizaciones'!N17892,[['Sistema operativo']]
'Cotizaciones'!F17893,[['Z1INSEQUI']]
'Cotizaciones'!M17893,[[1.0]]
'Cotizaciones'!N17893,[['Instalación']]
'Cotizaciones'!F17894,[['TUF-RTX5090-O32G-GAMING']]
'Cotizaciones'!M17894,[[1.0]]
'Cotizaciones'!N17894,[['GPU']]
'Cotizaciones'!F17895,[['GV-N4060EAGLE OC-8GD']]
'Cotizaciones'!M17895,[[0.96]]
'Cotizaciones'!N17895,[['GPU']]
'Cotizaciones'!F17896,[['100-100000514WOF']]
'Cotizaciones'!M17896,[[1.0]]
'Cotizaciones'!N17896,[['CPU']]
'Cotizaciones'!F17897,[['ROG STRIX B650E-F GAMING WIFI']]
'Cotizaciones'!M17897,[[1.0]]
'Cotizaciones'!N17897,[['MOBO']]
'Cotizaciones'!F17898,[['GV-N5080GAMING OC-16GD']]
'Cotizaciones'!M17898,[[1.0]]
'Cotizaciones'!N17898,[['GPU']]
'Cotizaciones'!F17899,[['CMK64GX5M2B5200Z40']]
'Cotizaciones'!M17899,[[1.0]]
'Cotizaciones'!N17899,[['RAM']]
'Cotizaciones'!F17900,[['BL.9BWWA.125']]
'Cotizaciones'!M17900,[[1.0]]
'Cotizaciones'!N17900,[['SSD']]
'Cotizaciones'!F17901,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M17901,[[1.0]]
'Cotizaciones'!N17901,[['WATERC']]
'Cotizaciones'!F17902,[['MAG A850GL PCIE5 II']]
'Cotizaciones'!M17902,[[1.0]]
'Cotizaciones'!N17902,[['PSU']]
'Cotizaciones'!F17903,[['BR-938693']]
'Cotizaciones'!M17903,[[1.0]]
'Cotizaciones'!N17903,[['CASE']]
'Cotizaciones'!F17904,[['Z1INSSO10']]
'Cotizaciones'!M17904,[[0.94]]
'Cotizaciones'!N17904,[['Sistema operativo']]
'Cotizaciones'!F17905,[['Z1INSEQUI']]
'Cotizaciones'!M17905,[[1.0]]
'Cotizaciones'!N17905,[['Instalación']]
'Cotizaciones'!F17906,[['Z1PAQU2021']]
'Cotizaciones'!M17906,[[1.0]]
'Cotizaciones'!N17906,[['Sistema operativo']]
'Cotizaciones'!F17907,[['AC-939867']]
'Cotizaciones'!M17907,[[0.92]]
'Cotizaciones'!N17907,[['KITKM']]
'Cotizaciones'!F17910,[['100-100001503WOF']]
'Cotizaciones'!M17910,[[0.94]]
'Cotizaciones'!N17910,[['CPU']]
'Cotizaciones'!F17911,[['TUF GAMING B550M-PLUS WIFI II']]
'Cotizaciones'!M17911,[[1.0]]
'Cotizaciones'!N17911,[['MOBO']]
'Cotizaciones'!F17912,[['RTX 5060 TI 16G VENTUS 2X OC PLUS']]
'Cotizaciones'!M17912,[[1.0]]
'Cotizaciones'!N17912,[['GPU']]
'Cotizaciones'!F17913,[['KF432C16BB1/16']]
'Cotizaciones'!M17913,[[1.0]]
'Cotizaciones'!N17913,[['RAM']]
'Cotizaciones'!F17914,[['SNV3S/1000G']]
'Cotizaciones'!M17914,[[1.0]]
'Cotizaciones'!N17914,[['SSD']]
'Cotizaciones'!F17915,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M17915,[[1.0]]
'Cotizaciones'!N17915,[['WATERC']]
'Cotizaciones'!F17916,[['SSR-650GB3']]
'Cotizaciones'!M17916,[[1.0]]
'Cotizaciones'!N17916,[['PSU']]
'Cotizaciones'!F17917,[['0-761345-10043-4']]
'Cotizaciones'!M17917,[[0.93]]
'Cotizaciones'!N17917,[['CASE']]
'Cotizaciones'!F17918,[['Z1INSSO11']]
'Cotizaciones'!M17918,[[1.0]]
'Cotizaciones'!N17918,[['Sistema operativo']]
'Cotizaciones'!F17919,[['Z1INSEQUI']]
'Cotizaciones'!M17919,[[1.0]]
'Cotizaciones'!N17919,[['Instalación']]
'Cotizaciones'!F17920,[['100-100000252BOX']]
'Cotizaciones'!M17920,[[0.9]]
'Cotizaciones'!N17920,[['CPU']]
'Cotizaciones'!F17921,[['PRIME B550M-A AC']]
'Cotizaciones'!M17921,[[1.0]]
'Cotizaciones'!N17921,[['MOBO']]
'Cotizaciones'!F17922,[['KF432C16BB/16']]
'Cotizaciones'!M17922,[[1.0]]
'Cotizaciones'!N17922,[['RAM']]
'Cotizaciones'!F17923,[['SNV3S/500G']]
'Cotizaciones'!M17923,[[1.0]]
'Cotizaciones'!N17923,[['SSD']]
'Cotizaciones'!F17924,[['AC-933063']]
'Cotizaciones'!M17924,[[0.94]]
'Cotizaciones'!N17924,[['CASE']]
'Cotizaciones'!F17925,[['Z1INSSO11']]
'Cotizaciones'!M17925,[[1.0]]
'Cotizaciones'!N17925,[['Sistema operativo']]
'Cotizaciones'!F17926,[['AC-928984']]
'Cotizaciones'!M17926,[[1.0]]
'Cotizaciones'!N17926,[['KITKM']]
'Cotizaciones'!F17927,[['20E1H']]
'Cotizaciones'!M17927,[[0.9]]
'Cotizaciones'!N17927,[['MONITOR']]
'Cotizaciones'!F17928,[['Z1INSEQUI']]
'Cotizaciones'!M17928,[[1.0]]
'Cotizaciones'!N17928,[['Instalación']]
'Cotizaciones'!F17929,[['100-100000263BOX']]
'Cotizaciones'!M17929,[[1.0]]
'Cotizaciones'!N17929,[['CPU']]
'Cotizaciones'!F17930,[['PRIME B550M-A AC']]
'Cotizaciones'!M17930,[[1.0]]
'Cotizaciones'!N17930,[['MOBO']]
'Cotizaciones'!F17931,[['KF432C16BB/16']]
'Cotizaciones'!M17931,[[1.0]]
'Cotizaciones'!N17931,[['RAM']]
'Cotizaciones'!F17933,[['AC-933063']]
'Cotizaciones'!M17933,[[0.94]]
'Cotizaciones'!N17933,[['CASE']]
'Cotizaciones'!F17934,[['Z1INSSO11']]
'Cotizaciones'!M17934,[[1.0]]
'Cotizaciones'!N17934,[['Sistema operativo']]
'Cotizaciones'!F17935,[['AC-928984']]
'Cotizaciones'!M17935,[[1.0]]
'Cotizaciones'!N17935,[['KITKM']]
'Cotizaciones'!F17936,[['Z1INSEQUI']]
'Cotizaciones'!M17936,[[1.0]]
'Cotizaciones'!N17936,[['Instalación']]
'Cotizaciones'!F17937,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M17937,[[1.0]]
'Cotizaciones'!N17937,[['WATERC']]
'Cotizaciones'!F17938,[['100-100000910WOF']]
'Cotizaciones'!M17938,[[1.0]]
'Cotizaciones'!N17938,[['CPU']]
'Cotizaciones'!F17940,[['PRIME-RTX5070TI-O16G']]
'Cotizaciones'!M17940,[[1.0]]
'Cotizaciones'!N17940,[['GPU']]
'Cotizaciones'!F17941,[['KF552C40BB-32']]
'Cotizaciones'!M17941,[[1.0]]
'Cotizaciones'!N17941,[['RAM']]
'Cotizaciones'!F17942,[['SNV3S/1000G']]
'Cotizaciones'!M17942,[[1.0]]
'Cotizaciones'!N17942,[['SSD']]
'Cotizaciones'!F17943,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M17943,[[1.0]]
'Cotizaciones'!N17943,[['WATERC']]
'Cotizaciones'!F17944,[['COREREACTOR850G-BKCUS']]
'Cotizaciones'!M17944,[[0.96]]
'Cotizaciones'!N17944,[['PSU']]
'Cotizaciones'!F17947,[['Z1INSEQUIMAN']]
'Cotizaciones'!M17947,[[1.0]]
'Cotizaciones'!N17947,[['Instalación']]
'Cotizaciones'!F17948,[['SNV3S/1000G']]
'Cotizaciones'!M17948,[[1.0]]
'Cotizaciones'!N17948,[['SSD']]
'Cotizaciones'!F17949,[['Z1MANT']]
'Cotizaciones'!M17949,[[0.89]]
'Cotizaciones'!N17949,[['SERVICE']]
'Cotizaciones'!F17951,[['100-100001084WOF']]
'Cotizaciones'!M17951,[[1.0]]
'Cotizaciones'!N17951,[['CPU']]
'Cotizaciones'!F17952,[['ROG STRIX B650E-F GAMING WIFI']]
'Cotizaciones'!M17952,[[1.0]]
'Cotizaciones'!N17952,[['MOBO']]
'Cotizaciones'!F17954,[['KF556C40BBA-32']]
'Cotizaciones'!M17954,[[1.0]]
'Cotizaciones'!N17954,[['RAM']]
'Cotizaciones'!F17955,[['SNV3S/1000G']]
'Cotizaciones'!M17955,[[1.0]]
'Cotizaciones'!N17955,[['SSD']]
'Cotizaciones'!F17956,[['RF-U36HF-B1']]
'Cotizaciones'!M17956,[[1.0]]
'Cotizaciones'!N17956,[['FAN']]
'Cotizaciones'!F17957,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M17957,[[1.0]]
'Cotizaciones'!N17957,[['WATERC']]
'Cotizaciones'!F17959,[['CS-HYTE-Y70TI-BB']]
'Cotizaciones'!M17959,[[1.0]]
'Cotizaciones'!N17959,[['CASE']]
'Cotizaciones'!F17960,[['Z1INSSO11PRO']]
'Cotizaciones'!M17960,[[1.0]]
'Cotizaciones'!N17960,[['Sistema operativo']]
'Cotizaciones'!F17961,[['Z1INSEQUI']]
'Cotizaciones'!M17961,[[1.0]]
'Cotizaciones'!N17961,[['Instalación']]
'Cotizaciones'!F17962,[['100-100000743BOX']]
'Cotizaciones'!M17962,[[0.91]]
'Cotizaciones'!N17962,[['CPU']]
'Cotizaciones'!F17963,[['PRIME B550M-A AC']]
'Cotizaciones'!M17963,[[1.0]]
'Cotizaciones'!N17963,[['MOBO']]
'Cotizaciones'!F17964,[['90YV0K60-M0AA00']]
'Cotizaciones'!M17964,[[0.94]]
'Cotizaciones'!N17964,[['GPU']]
'Cotizaciones'!F17965,[['KF436C18BB/16']]
'Cotizaciones'!M17965,[[1.0]]
'Cotizaciones'!N17965,[['RAM']]
'Cotizaciones'!F17966,[['SNV3S/1000G']]
'Cotizaciones'!M17966,[[1.0]]
'Cotizaciones'!N17966,[['SSD']]
'Cotizaciones'!F17967,[['SSR-650GB3']]
'Cotizaciones'!M17967,[[1.0]]
'Cotizaciones'!N17967,[['PSU']]
'Cotizaciones'!F17969,[['Z1INSSO10']]
'Cotizaciones'!M17969,[[0.94]]
'Cotizaciones'!N17969,[['Sistema operativo']]
'Cotizaciones'!F17970,[['Z1INSEQUI']]
'Cotizaciones'!M17970,[[1.0]]
'Cotizaciones'!N17970,[['Instalación']]
'Cotizaciones'!F17971,[['100-100000743BOX']]
'Cotizaciones'!M17971,[[0.91]]
'Cotizaciones'!N17971,[['CPU']]
'Cotizaciones'!F17972,[['PRIME B550M-A AC']]
'Cotizaciones'!M17972,[[1.0]]
'Cotizaciones'!N17972,[['MOBO']]
'Cotizaciones'!F17974,[['KF436C18BB/16']]
'Cotizaciones'!M17974,[[1.0]]
'Cotizaciones'!N17974,[['RAM']]
'Cotizaciones'!F17975,[['SNV3S/1000G']]
'Cotizaciones'!M17975,[[1.0]]
'Cotizaciones'!N17975,[['SSD']]
'Cotizaciones'!F17976,[['SSR-650GB3']]
'Cotizaciones'!M17976,[[1.0]]
'Cotizaciones'!N17976,[['PSU']]
'Cotizaciones'!F17978,[['Z1INSSO10']]
'Cotizaciones'!M17978,[[0.94]]
'Cotizaciones'!N17978,[['Sistema operativo']]
'Cotizaciones'!F17979,[['XSMO277B']]
'Cotizaciones'!M17979,[[0.94]]
'Cotizaciones'!N17979,[['MONITOR']]
'Cotizaciones'!F17980,[['Z1INSEQUI']]
'Cotizaciones'!M17980,[[1.0]]
'Cotizaciones'!N17980,[['Instalación']]
'Cotizaciones'!F17981,[['BX8071512700']]
'Cotizaciones'!M17981,[[1.0]]
'Cotizaciones'!N17981,[['CPU']]
'Cotizaciones'!F17982,[['ROG STRIX Z790-I GAMING WIFI']]
'Cotizaciones'!M17982,[[1.0]]
'Cotizaciones'!N17982,[['MOBO']]
'Cotizaciones'!F17983,[['G5070-12S2C']]
'Cotizaciones'!M17983,[[0.92]]
'Cotizaciones'!N17983,[['GPU']]
'Cotizaciones'!F17984,[['KF556C40BBA-32']]
'Cotizaciones'!M17984,[[1.0]]
'Cotizaciones'!N17984,[['RAM']]
'Cotizaciones'!F17985,[['SNV3S/1000G']]
'Cotizaciones'!M17985,[[1.0]]
'Cotizaciones'!N17985,[['SSD']]
'Cotizaciones'!F17986,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M17986,[[0.91]]
'Cotizaciones'!N17986,[['WATERC']]
'Cotizaciones'!F17987,[['G12-GC-850']]
'Cotizaciones'!M17987,[[0.98]]
'Cotizaciones'!N17987,[['PSU']]
'Cotizaciones'!F17988,[['R-CH170-BKNPI0D-G-1']]
'Cotizaciones'!M17988,[[1.0]]
'Cotizaciones'!N17988,[['CASE']]
'Cotizaciones'!F17989,[['Z1INSSO10']]
'Cotizaciones'!M17989,[[0.94]]
'Cotizaciones'!N17989,[['Sistema operativo']]
'Cotizaciones'!F17990,[['Z1INSEQUI']]
'Cotizaciones'!M17990,[[1.0]]
'Cotizaciones'!N17990,[['Instalación']]
'Cotizaciones'!F17991,[['100-100001581WOF']]
'Cotizaciones'!M17991,[[1.0]]
'Cotizaciones'!N17991,[['CPU']]
'Cotizaciones'!F17992,[['PRIME B550M-A AC']]
'Cotizaciones'!M17992,[[1.0]]
'Cotizaciones'!N17992,[['MOBO']]
'Cotizaciones'!F17993,[['RX7600 8G-F']]
'Cotizaciones'!M17993,[[1.0]]
'Cotizaciones'!N17993,[['GPU']]
'Cotizaciones'!F17994,[['KF436C18BB/16']]
'Cotizaciones'!M17994,[[1.0]]
'Cotizaciones'!N17994,[['RAM']]
'Cotizaciones'!F17995,[['SNV3S/1000G']]
'Cotizaciones'!M17995,[[1.0]]
'Cotizaciones'!N17995,[['SSD']]
'Cotizaciones'!F17996,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M17996,[[0.91]]
'Cotizaciones'!N17996,[['WATERC']]
'Cotizaciones'!F17997,[['SSR-650GB3']]
'Cotizaciones'!M17997,[[1.0]]
'Cotizaciones'!N17997,[['PSU']]
'Cotizaciones'!F17999,[['Z1INSSO10']]
'Cotizaciones'!M17999,[[0.94]]
'Cotizaciones'!N17999,[['Sistema operativo']]
'Cotizaciones'!F18000,[['Z1INSEQUI']]
'Cotizaciones'!M18000,[[1.0]]
'Cotizaciones'!N18000,[['Instalación']]
'Cotizaciones'!F18001,[['100-100001590BOX']]
'Cotizaciones'!M18001,[[1.0]]
'Cotizaciones'!N18001,[['CPU']]
'Cotizaciones'!F18003,[['GeForce RTX 5060 8G VENTUS 2X OC']]
'Cotizaciones'!M18003,[[0.99]]
'Cotizaciones'!N18003,[['GPU']]
'Cotizaciones'!F18004,[['KF552C36BBE-16']]
'Cotizaciones'!M18004,[[1.0]]
'Cotizaciones'!N18004,[['RAM']]
'Cotizaciones'!F18005,[['SNV3S/1000G']]
'Cotizaciones'!M18005,[[1.0]]
'Cotizaciones'!N18005,[['SSD']]
'Cotizaciones'!F18006,[['G12-GC-850']]
'Cotizaciones'!M18006,[[0.98]]
'Cotizaciones'!N18006,[['PSU']]
'Cotizaciones'!F18008,[['Z1INSSO10']]
'Cotizaciones'!M18008,[[0.94]]
'Cotizaciones'!N18008,[['Sistema operativo']]
'Cotizaciones'!F18009,[['Z1INSEQUI']]
'Cotizaciones'!M18009,[[1.0]]
'Cotizaciones'!N18009,[['Instalación']]
'Cotizaciones'!F18010,[['SNV3S/1000G']]
'Cotizaciones'!M18010,[[1.0]]
'Cotizaciones'!N18010,[['SSD']]
'Cotizaciones'!F18011,[['Z1INSSO10']]
'Cotizaciones'!M18011,[[0.94]]
'Cotizaciones'!N18011,[['Sistema operativo']]
'Cotizaciones'!F18013,[['Z1SERVLAP']]
'Cotizaciones'!M18013,[[1.0]]
'Cotizaciones'!N18013,[['Instalación']]
'Cotizaciones'!F18014,[['100-100000743BOX']]
'Cotizaciones'!M18014,[[0.91]]
'Cotizaciones'!N18014,[['CPU']]
'Cotizaciones'!F18015,[['PRIME B550M-A AC']]
'Cotizaciones'!M18015,[[1.0]]
'Cotizaciones'!N18015,[['MOBO']]
'Cotizaciones'!F18016,[['RX7600 8G-F']]
'Cotizaciones'!M18016,[[1.0]]
'Cotizaciones'!N18016,[['GPU']]
'Cotizaciones'!F18017,[['SSR-650GB3']]
'Cotizaciones'!M18017,[[1.0]]
'Cotizaciones'!N18017,[['PSU']]
'Cotizaciones'!F18018,[['0-761345-10043-4']]
'Cotizaciones'!M18018,[[0.93]]
'Cotizaciones'!N18018,[['CASE']]
'Cotizaciones'!F18019,[['Z1INSSO10']]
'Cotizaciones'!M18019,[[0.94]]
'Cotizaciones'!N18019,[['Sistema operativo']]
'Cotizaciones'!F18020,[['Z1INSEQUI']]
'Cotizaciones'!M18020,[[1.0]]
'Cotizaciones'!N18020,[['Instalación']]
'Cotizaciones'!F18021,[['100-100001236BOX']]
'Cotizaciones'!M18021,[[0.89]]
'Cotizaciones'!N18021,[['CPU']]
'Cotizaciones'!F18023,[['KF552C36BBE-16']]
'Cotizaciones'!M18023,[[1.0]]
'Cotizaciones'!N18023,[['RAM']]
'Cotizaciones'!F18024,[['SNV3S/1000G']]
'Cotizaciones'!M18024,[[1.0]]
'Cotizaciones'!N18024,[['SSD']]
'Cotizaciones'!F18025,[['G12-GC-850']]
'Cotizaciones'!M18025,[[0.98]]
'Cotizaciones'!N18025,[['PSU']]
'Cotizaciones'!F18026,[['BR-935944']]
'Cotizaciones'!M18026,[[1.0]]
'Cotizaciones'!N18026,[['CASE']]
'Cotizaciones'!F18027,[['Z1INSSO10']]
'Cotizaciones'!M18027,[[0.94]]
'Cotizaciones'!N18027,[['Sistema operativo']]
'Cotizaciones'!F18028,[['Z1INSEQUI']]
'Cotizaciones'!M18028,[[1.0]]
'Cotizaciones'!N18028,[['Instalación']]
'Cotizaciones'!F18029,[['100-100000662WOF']]
'Cotizaciones'!M18029,[[1.0]]
'Cotizaciones'!N18029,[['CPU']]
'Cotizaciones'!F18030,[['ROG STRIX B650E-F GAMING WIFI']]
'Cotizaciones'!M18030,[[1.0]]
'Cotizaciones'!N18030,[['MOBO']]
'Cotizaciones'!F18032,[['BL.9BWWR.381']]
'Cotizaciones'!M18032,[[0.96]]
'Cotizaciones'!N18032,[['RAM']]
'Cotizaciones'!F18033,[['SFYR2S/1T0']]
'Cotizaciones'!M18033,[[1.0]]
'Cotizaciones'!N18033,[['SSD']]
'Cotizaciones'!F18034,[['MLX-D36M-A18P2-R1']]
'Cotizaciones'!M18034,[[1.0]]
'Cotizaciones'!N18034,[['WATERC']]
'Cotizaciones'!F18035,[['PA-2G2BB-US']]
'Cotizaciones'!M18035,[[0.97]]
'Cotizaciones'!N18035,[['PSU']]
'Cotizaciones'!F18036,[['90DC0090-B08000']]
'Cotizaciones'!M18036,[[1.0]]
'Cotizaciones'!N18036,[['CASE']]
'Cotizaciones'!F18037,[['Z1INSSO10']]
'Cotizaciones'!M18037,[[0.94]]
'Cotizaciones'!N18037,[['Sistema operativo']]
'Cotizaciones'!F18038,[['Z1INSEQUI']]
'Cotizaciones'!M18038,[[1.0]]
'Cotizaciones'!N18038,[['Instalación']]
'Cotizaciones'!F18039,[['100-100001582BOX']]
'Cotizaciones'!M18039,[[1.0]]
'Cotizaciones'!N18039,[['CPU']]
'Cotizaciones'!F18040,[['PRIME B550M-A AC']]
'Cotizaciones'!M18040,[[1.0]]
'Cotizaciones'!N18040,[['MOBO']]
'Cotizaciones'!F18041,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M18041,[[1.0]]
'Cotizaciones'!N18041,[['GPU']]
'Cotizaciones'!F18042,[['KF432C16BB1/16']]
'Cotizaciones'!M18042,[[1.0]]
'Cotizaciones'!N18042,[['RAM']]
'Cotizaciones'!F18043,[['SNV3S/1000G']]
'Cotizaciones'!M18043,[[0.89]]
'Cotizaciones'!N18043,[['SSD']]
'Cotizaciones'!F18044,[['SNV3S/500G']]
'Cotizaciones'!M18044,[[1.0]]
'Cotizaciones'!N18044,[['SSD']]
'Cotizaciones'!F18045,[['RR-212S-25PZ-R1']]
'Cotizaciones'!M18045,[[0.93]]
'Cotizaciones'!N18045,[['AIRC']]
'Cotizaciones'!F18046,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M18046,[[0.96]]
'Cotizaciones'!N18046,[['PSU']]
'Cotizaciones'!F18047,[['0-761345-10036-6']]
'Cotizaciones'!M18047,[[0.9]]
'Cotizaciones'!N18047,[['CASE']]
'Cotizaciones'!F18048,[['Z1INSSO10']]
'Cotizaciones'!M18048,[[0.94]]
'Cotizaciones'!N18048,[['Sistema operativo']]
'Cotizaciones'!F18049,[['Z1INSEQUI']]
'Cotizaciones'!M18049,[[1.0]]
'Cotizaciones'!N18049,[['Instalación']]
'Cotizaciones'!F18050,[['100-100000457BOX']]
'Cotizaciones'!M18050,[[1.0]]
'Cotizaciones'!N18050,[['CPU']]
'Cotizaciones'!F18051,[['PRIME B550M-A AC']]
'Cotizaciones'!M18051,[[1.0]]
'Cotizaciones'!N18051,[['MOBO']]
'Cotizaciones'!F18052,[['90YV0K60-M0AA00']]
'Cotizaciones'!M18052,[[0.94]]
'Cotizaciones'!N18052,[['GPU']]
'Cotizaciones'!F18053,[['KF436C18BB/16']]
'Cotizaciones'!M18053,[[1.0]]
'Cotizaciones'!N18053,[['RAM']]
'Cotizaciones'!F18054,[['SNV3S/500G']]
'Cotizaciones'!M18054,[[0.88]]
'Cotizaciones'!N18054,[['SSD']]
'Cotizaciones'!F18055,[['SSR-650GB3']]
'Cotizaciones'!M18055,[[1.0]]
'Cotizaciones'!N18055,[['PSU']]
