range,values
'Cotizaciones'!M15158,[[1.0]]
'Cotizaciones'!N15158,[['MOBO']]
'Cotizaciones'!F15160,[['AX4U320016G16A-SB10']]
'Cotizaciones'!M15160,[[0.95]]
'Cotizaciones'!N15160,[['RAM']]
'Cotizaciones'!F15162,[['GP-P550B']]
'Cotizaciones'!M15162,[[0.94]]
'Cotizaciones'!N15162,[['PSU']]
'Cotizaciones'!F15163,[['0-761345-10066-3']]
'Cotizaciones'!M15163,[[1.0]]
'Cotizaciones'!N15163,[['CASE']]
'Cotizaciones'!F15164,[['Z1INSSO10']]
'Cotizaciones'!M15164,[[0.94]]
'Cotizaciones'!N15164,[['Sistema operativo']]
'Cotizaciones'!F15165,[['AC-936750']]
'Cotizaciones'!M15165,[[1.0]]
'Cotizaciones'!N15165,[['KITKM']]
'Cotizaciones'!F15167,[['Z1INSEQUI']]
'Cotizaciones'!M15167,[[1.0]]
'Cotizaciones'!N15167,[['Instalación']]
'Cotizaciones'!F15168,[['GEFORCE RTX 3060 VENTUS 2X 12G']]
'Cotizaciones'!M15168,[[0.89]]
'Cotizaciones'!N15168,[['GPU']]
'Cotizaciones'!F15169,[['G12-GC-850']]
'Cotizaciones'!M15169,[[1.0]]
'Cotizaciones'!N15169,[['PSU']]
'Cotizaciones'!F15170,[['Z1INSEQUI']]
'Cotizaciones'!M15170,[[1.0]]
'Cotizaciones'!N15170,[['Instalación']]
'Cotizaciones'!F15171,[['GV-R76GAMING OC-8GD']]
'Cotizaciones'!M15171,[[1.0]]
'Cotizaciones'!N15171,[['GPU']]
'Cotizaciones'!F15172,[['Z1INSEQUI']]
'Cotizaciones'!M15172,[[1.0]]
'Cotizaciones'!N15172,[['Instalación']]
'Cotizaciones'!F15173,[['Z1ENVIO']]
'Cotizaciones'!M15173,[[0.89]]
'Cotizaciones'!N15173,[['SERVICE']]
'Cotizaciones'!F15174,[['Z1DIAGSO']]
'Cotizaciones'!M15174,[[0.89]]
'Cotizaciones'!N15174,[['Instalación']]
'Cotizaciones'!F15175,[['100-100000743BOX']]
'Cotizaciones'!M15175,[[0.91]]
'Cotizaciones'!N15175,[['CPU']]
'Cotizaciones'!F15176,[['PRIME B550M-A AC']]
'Cotizaciones'!M15176,[[1.0]]
'Cotizaciones'!N15176,[['MOBO']]
'Cotizaciones'!F15177,[['GeForce RTX 3050 LP 6G OC']]
'Cotizaciones'!M15177,[[1.0]]
'Cotizaciones'!N15177,[['GPU']]
'Cotizaciones'!F15178,[['AX4U320016G16A-SBKD35']]
'Cotizaciones'!M15178,[[1.0]]
'Cotizaciones'!N15178,[['RAM']]
'Cotizaciones'!F15179,[['SNV3S/500G']]
'Cotizaciones'!M15179,[[1.0]]
'Cotizaciones'!N15179,[['SSD']]
'Cotizaciones'!F15182,[['Z1INSSO11PRO']]
'Cotizaciones'!M15182,[[1.0]]
'Cotizaciones'!N15182,[['Sistema operativo']]
'Cotizaciones'!F15184,[['VX2418C']]
'Cotizaciones'!M15184,[[1.0]]
'Cotizaciones'!N15184,[['MONITOR']]
'Cotizaciones'!F15186,[['100-100000743BOX']]
'Cotizaciones'!M15186,[[0.91]]
'Cotizaciones'!N15186,[['CPU']]
'Cotizaciones'!F15187,[['PRIME B550M-A AC']]
'Cotizaciones'!M15187,[[1.0]]
'Cotizaciones'!N15187,[['MOBO']]
'Cotizaciones'!F15188,[['GV-R78XTGAMING OC-16GD']]
'Cotizaciones'!M15188,[[0.93]]
'Cotizaciones'!N15188,[['GPU']]
'Cotizaciones'!F15189,[['AX4U320016G16A-SWHD35G']]
'Cotizaciones'!M15189,[[1.0]]
'Cotizaciones'!N15189,[['RAM']]
'Cotizaciones'!F15190,[['SNV3S/1000G']]
'Cotizaciones'!M15190,[[1.0]]
'Cotizaciones'!N15190,[['SSD']]
'Cotizaciones'!F15191,[['MLW-D24M-A18PZ-RW']]
'Cotizaciones'!M15191,[[1.0]]
'Cotizaciones'!N15191,[['WATERC']]
'Cotizaciones'!F15192,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15192,[[0.96]]
'Cotizaciones'!N15192,[['PSU']]
'Cotizaciones'!F15193,[['BR-937337']]
'Cotizaciones'!M15193,[[0.93]]
'Cotizaciones'!N15193,[['CASE']]
'Cotizaciones'!F15194,[['Z1INSSO10']]
'Cotizaciones'!M15194,[[0.94]]
'Cotizaciones'!N15194,[['Sistema operativo']]
'Cotizaciones'!F15195,[['Z1INSEQUI']]
'Cotizaciones'!M15195,[[1.0]]
'Cotizaciones'!N15195,[['Instalación']]
'Cotizaciones'!F15196,[['100-100000743BOX']]
'Cotizaciones'!M15196,[[0.91]]
'Cotizaciones'!N15196,[['CPU']]
'Cotizaciones'!F15197,[['PRIME B550M-A AC']]
'Cotizaciones'!M15197,[[1.0]]
'Cotizaciones'!N15197,[['MOBO']]
'Cotizaciones'!F15198,[['DUAL-RTX5060TI-O8G']]
'Cotizaciones'!M15198,[[1.0]]
'Cotizaciones'!N15198,[['GPU']]
'Cotizaciones'!F15199,[['AX4U320016G16A-SWHD35G']]
'Cotizaciones'!M15199,[[1.0]]
'Cotizaciones'!N15199,[['RAM']]
'Cotizaciones'!F15200,[['SNV3S/1000G']]
'Cotizaciones'!M15200,[[1.0]]
'Cotizaciones'!N15200,[['SSD']]
'Cotizaciones'!F15201,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15201,[[0.96]]
'Cotizaciones'!N15201,[['PSU']]
'Cotizaciones'!F15202,[['BR-937337']]
'Cotizaciones'!M15202,[[0.93]]
'Cotizaciones'!N15202,[['CASE']]
'Cotizaciones'!F15203,[['Z1INSSO10']]
'Cotizaciones'!M15203,[[0.94]]
'Cotizaciones'!N15203,[['Sistema operativo']]
'Cotizaciones'!F15204,[['AC-936750']]
'Cotizaciones'!M15204,[[1.0]]
'Cotizaciones'!N15204,[['KITKM']]
'Cotizaciones'!F15205,[['24G4E']]
'Cotizaciones'!M15205,[[1.0]]
'Cotizaciones'!N15205,[['MONITOR']]
'Cotizaciones'!F15206,[['Z1INSEQUI']]
'Cotizaciones'!M15206,[[1.0]]
'Cotizaciones'!N15206,[['Instalación']]
'Cotizaciones'!F15208,[['Z1INSEQUI']]
'Cotizaciones'!M15208,[[1.0]]
'Cotizaciones'!N15208,[['Instalación']]
'Cotizaciones'!F15210,[['Z1INSEQUI']]
'Cotizaciones'!M15210,[[1.0]]
'Cotizaciones'!N15210,[['Instalación']]
'Cotizaciones'!F15211,[['100-100000457BOX']]
'Cotizaciones'!M15211,[[1.0]]
'Cotizaciones'!N15211,[['CPU']]
'Cotizaciones'!F15212,[['PRIME B550M-A AC']]
'Cotizaciones'!M15212,[[1.0]]
'Cotizaciones'!N15212,[['MOBO']]
'Cotizaciones'!F15213,[['RX-76PSWFTFY']]
'Cotizaciones'!M15213,[[1.0]]
'Cotizaciones'!N15213,[['GPU']]
'Cotizaciones'!F15214,[['AX4U320016G16A-SWHD35G']]
'Cotizaciones'!M15214,[[1.0]]
'Cotizaciones'!N15214,[['RAM']]
'Cotizaciones'!F15215,[['SNV3S/500G']]
'Cotizaciones'!M15215,[[0.88]]
'Cotizaciones'!N15215,[['SSD']]
'Cotizaciones'!F15216,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15216,[[0.96]]
'Cotizaciones'!N15216,[['PSU']]
'Cotizaciones'!F15218,[['Z1INSSO10']]
'Cotizaciones'!M15218,[[0.94]]
'Cotizaciones'!N15218,[['Sistema operativo']]
'Cotizaciones'!F15219,[['Z1INSEQUI']]
'Cotizaciones'!M15219,[[1.0]]
'Cotizaciones'!N15219,[['Instalación']]
'Cotizaciones'!F15220,[['100-100000457BOX']]
'Cotizaciones'!M15220,[[1.0]]
'Cotizaciones'!N15220,[['CPU']]
'Cotizaciones'!F15221,[['PRIME B550M-A AC']]
'Cotizaciones'!M15221,[[1.0]]
'Cotizaciones'!N15221,[['MOBO']]
'Cotizaciones'!F15222,[['90-GA3DZZ-00UANF']]
'Cotizaciones'!M15222,[[1.0]]
'Cotizaciones'!N15222,[['GPU']]
'Cotizaciones'!F15223,[['AX4U320016G16A-SWHD35G']]
'Cotizaciones'!M15223,[[1.0]]
'Cotizaciones'!N15223,[['RAM']]
'Cotizaciones'!F15224,[['SNV3S/500G']]
'Cotizaciones'!M15224,[[0.88]]
'Cotizaciones'!N15224,[['SSD']]
'Cotizaciones'!F15225,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15225,[[0.96]]
'Cotizaciones'!N15225,[['PSU']]
'Cotizaciones'!F15227,[['Z1INSSO10']]
'Cotizaciones'!M15227,[[0.94]]
'Cotizaciones'!N15227,[['Sistema operativo']]
'Cotizaciones'!F15228,[['Z1INSEQUI']]
'Cotizaciones'!M15228,[[1.0]]
'Cotizaciones'!N15228,[['Instalación']]
'Cotizaciones'!F15230,[['KLQ-00219']]
'Cotizaciones'!M15230,[[1.0]]
'Cotizaciones'!N15230,[['INSTALACION']]
'Cotizaciones'!F15231,[['100-100000743BOX']]
'Cotizaciones'!M15231,[[0.91]]
'Cotizaciones'!N15231,[['CPU']]
'Cotizaciones'!F15232,[['PRIME B550M-A AC']]
'Cotizaciones'!M15232,[[1.0]]
'Cotizaciones'!N15232,[['MOBO']]
'Cotizaciones'!F15233,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M15233,[[1.0]]
'Cotizaciones'!N15233,[['GPU']]
'Cotizaciones'!F15234,[['AX4U320016G16A-SWHD35G']]
'Cotizaciones'!M15234,[[1.0]]
'Cotizaciones'!N15234,[['RAM']]
'Cotizaciones'!F15235,[['SNV3S/1000G']]
'Cotizaciones'!M15235,[[1.0]]
'Cotizaciones'!N15235,[['SSD']]
'Cotizaciones'!F15236,[['MLW-D24M-A18PZ-RW']]
'Cotizaciones'!M15236,[[1.0]]
'Cotizaciones'!N15236,[['WATERC']]
'Cotizaciones'!F15237,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15237,[[0.96]]
'Cotizaciones'!N15237,[['PSU']]
'Cotizaciones'!F15238,[['BR-937337']]
'Cotizaciones'!M15238,[[0.93]]
'Cotizaciones'!N15238,[['CASE']]
'Cotizaciones'!F15239,[['Z1INSSO10']]
'Cotizaciones'!M15239,[[0.94]]
'Cotizaciones'!N15239,[['Sistema operativo']]
'Cotizaciones'!F15240,[['Z1INSEQUI']]
'Cotizaciones'!M15240,[[1.0]]
'Cotizaciones'!N15240,[['Instalación']]
'Cotizaciones'!F15241,[['100-100000252BOX']]
'Cotizaciones'!M15241,[[1.0]]
'Cotizaciones'!N15241,[['CPU']]
'Cotizaciones'!F15242,[['PRIME B550M-A AC']]
'Cotizaciones'!M15242,[[1.0]]
'Cotizaciones'!N15242,[['MOBO']]
'Cotizaciones'!F15244,[['SNV3S/500G']]
'Cotizaciones'!M15244,[[1.0]]
'Cotizaciones'!N15244,[['SSD']]
'Cotizaciones'!F15245,[['AC-933063']]
'Cotizaciones'!M15245,[[0.94]]
'Cotizaciones'!N15245,[['CASE']]
'Cotizaciones'!F15246,[['Z1INSSO10']]
'Cotizaciones'!M15246,[[0.94]]
'Cotizaciones'!N15246,[['Sistema operativo']]
'Cotizaciones'!F15247,[['AC-928984']]
'Cotizaciones'!M15247,[[1.0]]
'Cotizaciones'!N15247,[['KITKM']]
'Cotizaciones'!F15248,[['22B2HM2']]
'Cotizaciones'!M15248,[[1.0]]
'Cotizaciones'!N15248,[['MONITOR']]
'Cotizaciones'!F15249,[['Z1ENVIO']]
'Cotizaciones'!M15249,[[0.89]]
'Cotizaciones'!N15249,[['SERVICE']]
'Cotizaciones'!F15250,[['Z1INSEQUI']]
'Cotizaciones'!M15250,[[1.0]]
'Cotizaciones'!N15250,[['Instalación']]
'Cotizaciones'!F15252,[['Z1INSEQUI']]
'Cotizaciones'!M15252,[[1.0]]
'Cotizaciones'!N15252,[['Instalación']]
'Cotizaciones'!F15253,[['100-100000591WOF']]
'Cotizaciones'!M15253,[[1.0]]
'Cotizaciones'!N15253,[['CPU']]
'Cotizaciones'!F15254,[['B650 GAMING X AX V2']]
'Cotizaciones'!M15254,[[1.0]]
'Cotizaciones'!N15254,[['MOBO']]
'Cotizaciones'!F15255,[['GV-N5070GAMING OC-12GD']]
'Cotizaciones'!M15255,[[1.0]]
'Cotizaciones'!N15255,[['GPU']]
'Cotizaciones'!F15256,[['KF552C36BBE-32']]
'Cotizaciones'!M15256,[[0.98]]
'Cotizaciones'!N15256,[['RAM']]
'Cotizaciones'!F15257,[['SNV3S/1000G']]
'Cotizaciones'!M15257,[[0.89]]
'Cotizaciones'!N15257,[['SSD']]
'Cotizaciones'!F15258,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M15258,[[0.91]]
'Cotizaciones'!N15258,[['WATERC']]
'Cotizaciones'!F15259,[['COREREACTOR750G-BKCUS']]
'Cotizaciones'!M15259,[[1.0]]
'Cotizaciones'!N15259,[['PSU']]
'Cotizaciones'!F15260,[['0-761345-10036-6']]
'Cotizaciones'!M15260,[[0.9]]
'Cotizaciones'!N15260,[['CASE']]
'Cotizaciones'!F15261,[['Z1INSSO10']]
'Cotizaciones'!M15261,[[0.94]]
'Cotizaciones'!N15261,[['Sistema operativo']]
'Cotizaciones'!F15262,[['Z1INSEQUI']]
'Cotizaciones'!M15262,[[1.0]]
'Cotizaciones'!N15262,[['Instalación']]
'Cotizaciones'!F15263,[['100-100000719WOF']]
'Cotizaciones'!M15263,[[0.97]]
'Cotizaciones'!N15263,[['CPU']]
'Cotizaciones'!F15264,[['90MB1IF0-MVAAY0']]
'Cotizaciones'!M15264,[[1.0]]
'Cotizaciones'!N15264,[['MOBO']]
'Cotizaciones'!F15266,[['KF552C40BBK4-128']]
'Cotizaciones'!M15266,[[1.0]]
'Cotizaciones'!N15266,[['RAM']]
'Cotizaciones'!F15267,[['SFYRDK/4000G']]
'Cotizaciones'!M15267,[[0.91]]
'Cotizaciones'!N15267,[['SSD']]
'Cotizaciones'!F15268,[['RL-KN360-B1']]
'Cotizaciones'!M15268,[[0.89]]
'Cotizaciones'!N15268,[['WATERC']]
'Cotizaciones'!F15269,[['220-GT-1300-X1']]
'Cotizaciones'!M15269,[[1.0]]
'Cotizaciones'!N15269,[['PSU']]
'Cotizaciones'!F15270,[['CM-H72FB-R1']]
'Cotizaciones'!M15270,[[1.0]]
'Cotizaciones'!N15270,[['CASE']]
'Cotizaciones'!F15271,[['Z1INSSO10']]
'Cotizaciones'!M15271,[[0.94]]
'Cotizaciones'!N15271,[['Sistema operativo']]
'Cotizaciones'!F15272,[['Z1INSEQUI']]
'Cotizaciones'!M15272,[[1.0]]
'Cotizaciones'!N15272,[['Instalación']]
'Cotizaciones'!F15273,[['100-100000514WOF']]
'Cotizaciones'!M15273,[[1.0]]
'Cotizaciones'!N15273,[['CPU']]
'Cotizaciones'!F15274,[['90MB1IF0-MVAAY0']]
'Cotizaciones'!M15274,[[1.0]]
'Cotizaciones'!N15274,[['MOBO']]
'Cotizaciones'!F15276,[['KF552C40BBK4-128']]
'Cotizaciones'!M15276,[[1.0]]
'Cotizaciones'!N15276,[['RAM']]
'Cotizaciones'!F15277,[['SFYRDK/4000G']]
'Cotizaciones'!M15277,[[0.91]]
'Cotizaciones'!N15277,[['SSD']]
'Cotizaciones'!F15278,[['RL-KN360-B1']]
'Cotizaciones'!M15278,[[0.89]]
'Cotizaciones'!N15278,[['WATERC']]
'Cotizaciones'!F15279,[['220-GT-1300-X1']]
'Cotizaciones'!M15279,[[1.0]]
'Cotizaciones'!N15279,[['PSU']]
'Cotizaciones'!F15280,[['CM-H72FB-R1']]
'Cotizaciones'!M15280,[[1.0]]
'Cotizaciones'!N15280,[['CASE']]
'Cotizaciones'!F15281,[['Z1INSSO10']]
'Cotizaciones'!M15281,[[0.94]]
'Cotizaciones'!N15281,[['Sistema operativo']]
'Cotizaciones'!F15282,[['Z1INSEQUI']]
'Cotizaciones'!M15282,[[1.0]]
'Cotizaciones'!N15282,[['Instalación']]
'Cotizaciones'!F15283,[['100-100000457BOX']]
'Cotizaciones'!M15283,[[1.0]]
'Cotizaciones'!N15283,[['CPU']]
'Cotizaciones'!F15284,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M15284,[[1.0]]
'Cotizaciones'!N15284,[['MOBO']]
'Cotizaciones'!F15285,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M15285,[[1.0]]
'Cotizaciones'!N15285,[['GPU']]
'Cotizaciones'!F15286,[['KF432C16BB1/16']]
'Cotizaciones'!M15286,[[1.0]]
'Cotizaciones'!N15286,[['RAM']]
'Cotizaciones'!F15287,[['SNV3S/1000G']]
'Cotizaciones'!M15287,[[0.89]]
'Cotizaciones'!N15287,[['SSD']]
'Cotizaciones'!F15288,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15288,[[0.96]]
'Cotizaciones'!N15288,[['PSU']]
'Cotizaciones'!F15290,[['Z1INSSO10']]
'Cotizaciones'!M15290,[[0.94]]
'Cotizaciones'!N15290,[['Sistema operativo']]
'Cotizaciones'!F15291,[['Z1INSEQUI']]
'Cotizaciones'!M15291,[[1.0]]
'Cotizaciones'!N15291,[['Instalación']]
'Cotizaciones'!F15292,[['100-100001591BOX']]
'Cotizaciones'!M15292,[[1.0]]
'Cotizaciones'!N15292,[['CPU']]
'Cotizaciones'!F15293,[['B650M GAMING WIFI']]
'Cotizaciones'!M15293,[[0.88]]
'Cotizaciones'!N15293,[['MOBO']]
'Cotizaciones'!F15294,[['RX-76PSWFTFY']]
'Cotizaciones'!M15294,[[1.0]]
'Cotizaciones'!N15294,[['GPU']]
'Cotizaciones'!F15295,[['KF556C40BB-32']]
'Cotizaciones'!M15295,[[0.91]]
'Cotizaciones'!N15295,[['RAM']]
'Cotizaciones'!F15296,[['SNV3S/1000G']]
'Cotizaciones'!M15296,[[1.0]]
'Cotizaciones'!N15296,[['SSD']]
'Cotizaciones'!F15298,[['0-761345-10036-6']]
'Cotizaciones'!M15298,[[0.9]]
'Cotizaciones'!N15298,[['CASE']]
'Cotizaciones'!F15299,[['Z1INSEQUI']]
'Cotizaciones'!M15299,[[1.0]]
'Cotizaciones'!N15299,[['Instalación']]
'Cotizaciones'!F15300,[['BX8071512900KF']]
'Cotizaciones'!M15300,[[1.0]]
'Cotizaciones'!N15300,[['CPU']]
'Cotizaciones'!F15301,[['B760M GAMING PLUS WIFI']]
'Cotizaciones'!M15301,[[1.0]]
'Cotizaciones'!N15301,[['MOBO']]
'Cotizaciones'!F15303,[['KF560C36BBE2A-16']]
'Cotizaciones'!M15303,[[1.0]]
'Cotizaciones'!N15303,[['RAM']]
'Cotizaciones'!F15304,[['SNV3S/1000G']]
'Cotizaciones'!M15304,[[1.0]]
'Cotizaciones'!N15304,[['SSD']]
'Cotizaciones'!F15305,[['MLW-D24M-A18PZ-RW']]
'Cotizaciones'!M15305,[[1.0]]
'Cotizaciones'!N15305,[['WATERC']]
'Cotizaciones'!F15306,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15306,[[0.96]]
'Cotizaciones'!N15306,[['PSU']]
'Cotizaciones'!F15307,[['BR-937337']]
'Cotizaciones'!M15307,[[0.93]]
'Cotizaciones'!N15307,[['CASE']]
'Cotizaciones'!F15308,[['Z1INSSO10']]
'Cotizaciones'!M15308,[[0.94]]
'Cotizaciones'!N15308,[['Sistema operativo']]
'Cotizaciones'!F15309,[['Z1INSEQUI']]
'Cotizaciones'!M15309,[[1.0]]
'Cotizaciones'!N15309,[['Instalación']]
'Cotizaciones'!F15310,[['100-100000743BOX']]
'Cotizaciones'!M15310,[[0.91]]
'Cotizaciones'!N15310,[['CPU']]
'Cotizaciones'!F15311,[['PRIME B550M-A AC']]
'Cotizaciones'!M15311,[[1.0]]
'Cotizaciones'!N15311,[['MOBO']]
'Cotizaciones'!F15312,[['GV-N3050WF2OCV2-6GD']]
'Cotizaciones'!M15312,[[0.93]]
'Cotizaciones'!N15312,[['GPU']]
'Cotizaciones'!F15313,[['AX4U320016G16A-SB10']]
'Cotizaciones'!M15313,[[0.95]]
'Cotizaciones'!N15313,[['RAM']]
'Cotizaciones'!F15314,[['SNV3S/1000G']]
'Cotizaciones'!M15314,[[1.0]]
'Cotizaciones'!N15314,[['SSD']]
'Cotizaciones'!F15315,[['GP-P550B']]
'Cotizaciones'!M15315,[[0.94]]
'Cotizaciones'!N15315,[['PSU']]
'Cotizaciones'!F15317,[['Z1INSSO10']]
'Cotizaciones'!M15317,[[0.94]]
'Cotizaciones'!N15317,[['Sistema operativo']]
'Cotizaciones'!F15318,[['AC-936354']]
'Cotizaciones'!M15318,[[1.0]]
'Cotizaciones'!N15318,[['KITKM']]
'Cotizaciones'!F15321,[['Z1INSEQUI']]
'Cotizaciones'!M15321,[[1.0]]
'Cotizaciones'!N15321,[['Instalación']]
'Cotizaciones'!F15322,[['BX8071512700']]
'Cotizaciones'!M15322,[[1.0]]
'Cotizaciones'!N15322,[['CPU']]
'Cotizaciones'!F15323,[['PRIME B760M-A D4']]
'Cotizaciones'!M15323,[[1.0]]
'Cotizaciones'!N15323,[['MOBO']]
'Cotizaciones'!F15324,[['KF432C16BB/16']]
'Cotizaciones'!M15324,[[1.0]]
'Cotizaciones'!N15324,[['RAM']]
'Cotizaciones'!F15325,[['SNV3S/500G']]
'Cotizaciones'!M15325,[[0.88]]
'Cotizaciones'!N15325,[['SSD']]
'Cotizaciones'!F15326,[['RR-S4KK-25SN-R1']]
'Cotizaciones'!M15326,[[1.0]]
'Cotizaciones'!N15326,[['AIRC']]
'Cotizaciones'!F15327,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15327,[[0.96]]
'Cotizaciones'!N15327,[['PSU']]
'Cotizaciones'!F15329,[['Z1INSSO10']]
'Cotizaciones'!M15329,[[0.94]]
'Cotizaciones'!N15329,[['Sistema operativo']]
'Cotizaciones'!F15330,[['Z1INSEQUI']]
'Cotizaciones'!M15330,[[1.0]]
'Cotizaciones'!N15330,[['Instalación']]
'Cotizaciones'!F15332,[['Z1INSEQUI']]
'Cotizaciones'!M15332,[[1.0]]
'Cotizaciones'!N15332,[['Instalación']]
'Cotizaciones'!F15333,[['SNV3S/1000G']]
'Cotizaciones'!M15333,[[0.91]]
'Cotizaciones'!N15333,[['SSD']]
'Cotizaciones'!F15334,[['Z1INSEQUI']]
'Cotizaciones'!M15334,[[1.0]]
'Cotizaciones'!N15334,[['Instalación']]
'Cotizaciones'!F15336,[['Z1INSEQUI']]
'Cotizaciones'!M15336,[[1.0]]
'Cotizaciones'!N15336,[['Instalación']]
'Cotizaciones'!F15337,[['VENTO120-WHCWW']]
'Cotizaciones'!M15337,[[0.96]]
'Cotizaciones'!N15337,[['FAN']]
'Cotizaciones'!F15338,[['Z1INSEQUI']]
'Cotizaciones'!M15338,[[1.0]]
'Cotizaciones'!N15338,[['Instalación']]
'Cotizaciones'!F15340,[['Z1INSEQUI']]
'Cotizaciones'!M15340,[[1.0]]
'Cotizaciones'!N15340,[['Instalación']]
'Cotizaciones'!F15341,[['100-100000931BOX']]
'Cotizaciones'!M15341,[[1.0]]
'Cotizaciones'!N15341,[['CPU']]
'Cotizaciones'!F15342,[['B650 GAMING X AX V2']]
'Cotizaciones'!M15342,[[1.0]]
'Cotizaciones'!N15342,[['MOBO']]
'Cotizaciones'!F15343,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M15343,[[1.0]]
'Cotizaciones'!N15343,[['GPU']]
'Cotizaciones'!F15344,[['KF552C40BB-16']]
'Cotizaciones'!M15344,[[1.0]]
'Cotizaciones'!N15344,[['RAM']]
'Cotizaciones'!F15345,[['SNV3S/1000G']]
'Cotizaciones'!M15345,[[0.89]]
'Cotizaciones'!N15345,[['SSD']]
'Cotizaciones'!F15346,[['RR-212S-25PZ-R1']]
'Cotizaciones'!M15346,[[0.93]]
'Cotizaciones'!N15346,[['AIRC']]
'Cotizaciones'!F15347,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15347,[[0.96]]
'Cotizaciones'!N15347,[['PSU']]
'Cotizaciones'!F15348,[['0-761345-10036-6']]
'Cotizaciones'!M15348,[[0.9]]
'Cotizaciones'!N15348,[['CASE']]
'Cotizaciones'!F15349,[['Z1INSSO10']]
'Cotizaciones'!M15349,[[0.94]]
'Cotizaciones'!N15349,[['Sistema operativo']]
'Cotizaciones'!F15350,[['Z1INSEQUI']]
'Cotizaciones'!M15350,[[1.0]]
'Cotizaciones'!N15350,[['Instalación']]
'Cotizaciones'!F15351,[['100-100000743BOX']]
'Cotizaciones'!M15351,[[0.91]]
'Cotizaciones'!N15351,[['CPU']]
'Cotizaciones'!F15352,[['PRIME B550M-A AC']]
'Cotizaciones'!M15352,[[1.0]]
'Cotizaciones'!N15352,[['MOBO']]
'Cotizaciones'!F15353,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M15353,[[1.0]]
'Cotizaciones'!N15353,[['GPU']]
'Cotizaciones'!F15354,[['KF432C16BB1/16']]
'Cotizaciones'!M15354,[[1.0]]
'Cotizaciones'!N15354,[['RAM']]
'Cotizaciones'!F15355,[['SNV3S/1000G']]
'Cotizaciones'!M15355,[[0.89]]
'Cotizaciones'!N15355,[['SSD']]
'Cotizaciones'!F15356,[['RR-212S-25PZ-R1']]
'Cotizaciones'!M15356,[[0.93]]
'Cotizaciones'!N15356,[['AIRC']]
'Cotizaciones'!F15357,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15357,[[0.96]]
'Cotizaciones'!N15357,[['PSU']]
'Cotizaciones'!F15359,[['Z1INSSO10']]
'Cotizaciones'!M15359,[[0.94]]
'Cotizaciones'!N15359,[['Sistema operativo']]
'Cotizaciones'!F15360,[['Z1INSEQUI']]
'Cotizaciones'!M15360,[[1.0]]
'Cotizaciones'!N15360,[['Instalación']]
'Cotizaciones'!F15361,[['Z1INSSO10PRO']]
'Cotizaciones'!M15361,[[0.96]]
'Cotizaciones'!N15361,[['Sistema operativo']]
'Cotizaciones'!F15362,[['BX8071512700KF']]
'Cotizaciones'!M15362,[[0.98]]
'Cotizaciones'!N15362,[['CPU']]
'Cotizaciones'!F15363,[['B760M DS3H AX DDR4']]
'Cotizaciones'!M15363,[[0.93]]
'Cotizaciones'!N15363,[['MOBO']]
'Cotizaciones'!F15364,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M15364,[[1.0]]
'Cotizaciones'!N15364,[['GPU']]
'Cotizaciones'!F15365,[['KF552C40BB-16']]
'Cotizaciones'!M15365,[[1.0]]
'Cotizaciones'!N15365,[['RAM']]
'Cotizaciones'!F15366,[['SNV3S/1000G']]
'Cotizaciones'!M15366,[[0.89]]
'Cotizaciones'!N15366,[['SSD']]
'Cotizaciones'!F15367,[['RR-212S-25PZ-R1']]
'Cotizaciones'!M15367,[[0.93]]
'Cotizaciones'!N15367,[['AIRC']]
'Cotizaciones'!F15368,[['MPE-6501-ACAAW-3BUS']]
'Cotizaciones'!M15368,[[0.96]]
'Cotizaciones'!N15368,[['PSU']]
'Cotizaciones'!F15369,[['0-761345-10036-6']]
'Cotizaciones'!M15369,[[0.9]]
'Cotizaciones'!N15369,[['CASE']]
'Cotizaciones'!F15370,[['Z1INSSO10']]
'Cotizaciones'!M15370,[[0.94]]
'Cotizaciones'!N15370,[['Sistema operativo']]
'Cotizaciones'!F15371,[['Z1INSEQUI']]
'Cotizaciones'!M15371,[[1.0]]
'Cotizaciones'!N15371,[['Instalación']]
'Cotizaciones'!F15372,[['Z1SERVLAP']]
'Cotizaciones'!M15372,[[1.0]]
'Cotizaciones'!N15372,[['Mantenimiento']]
'Cotizaciones'!F15373,[['100-100001488BOX']]
'Cotizaciones'!M15373,[[1.0]]
'Cotizaciones'!N15373,[['CPU']]
